Année;Polluant;Fuel;Emissions
2010;Ni;Essence;0.22
2011;Ni;Essence;0.21
2012;Ni;Essence;0.19
2013;Ni;Essence;0.19
2014;Ni;Essence;0.19
2015;Ni;Essence;0.19
2016;Ni;Essence;0.2
2017;Ni;Essence;0.21
2018;Ni;Essence;0.22
2010;benzène;Essence;1698.0
2011;benzène;Essence;1314.0
2012;benzène;Essence;1103.0
2013;benzène;Essence;956.0
2014;benzène;Essence;814.0
2015;benzène;Essence;810.0
2016;benzène;Essence;752.0
2017;benzène;Essence;713.0
2018;benzène;Essence;659.0
2010;NOx;GPL;0.7
2011;NOx;GPL;0.7
2012;NOx;GPL;0.5
2013;NOx;GPL;0.4
2014;NOx;GPL;0.4
2015;NOx;GPL;0.3
2016;NOx;GPL;0.2
2017;NOx;GPL;0.2
2018;NOx;GPL;0.1
2010;COVNM;GPL;1.04
2011;COVNM;GPL;0.96
2012;COVNM;GPL;0.87
2013;COVNM;GPL;0.72
2014;COVNM;GPL;0.56
2015;COVNM;GPL;0.53
2016;COVNM;GPL;0.46
2017;COVNM;GPL;0.4
2018;COVNM;GPL;0.34
2010;CO;GPL;6.6
2011;CO;GPL;6.2
2012;CO;GPL;5.4
2013;CO;GPL;4.5
2014;CO;GPL;3.5
2015;CO;GPL;3.3
2016;CO;GPL;2.8
2017;CO;GPL;2.3
2018;CO;GPL;1.9
2010;PM10;GPL;0.05
2011;PM10;GPL;0.05
2012;PM10;GPL;0.05
2013;PM10;GPL;0.04
2014;PM10;GPL;0.04
2015;PM10;GPL;0.04
2016;PM10;GPL;0.03
2017;PM10;GPL;0.03
2018;PM10;GPL;0.03
2010;PM2,5;GPL;0.03
2011;PM2,5;GPL;0.03
2012;PM2,5;GPL;0.03
2013;PM2,5;GPL;0.02
2014;PM2,5;GPL;0.02
2015;PM2,5;GPL;0.02
2016;PM2,5;GPL;0.02
2017;PM2,5;GPL;0.02
2018;PM2,5;GPL;0.02
2010;PM1;GPL;0.0
2011;PM1;GPL;0.0
2012;PM1;GPL;0.0
2013;PM1;GPL;0.0
2014;PM1;GPL;0.0
2015;PM1;GPL;0.0
2016;PM1;GPL;0.0
2017;PM1;GPL;0.0
2018;PM1;GPL;0.0
2010;BC;GPL;0.0
2011;BC;GPL;0.0
2012;BC;GPL;0.0
2013;BC;GPL;0.0
2014;BC;GPL;0.0
2015;BC;GPL;0.0
2016;BC;GPL;0.0
2017;BC;GPL;0.0
2018;BC;GPL;0.0
2010;du;GPL;0.0
2011;du;GPL;0.0
2012;du;GPL;0.0
2013;du;GPL;0.0
2014;du;GPL;0.0
2015;du;GPL;0.0
2016;du;GPL;0.0
2017;du;GPL;0.0
2018;du;GPL;0.0
2010;Cd;GPL;0.0
2011;Cd;GPL;0.0
2012;Cd;GPL;0.0
2013;Cd;GPL;0.0
2014;Cd;GPL;0.0
2015;Cd;GPL;0.0
2016;Cd;GPL;0.0
2017;Cd;GPL;0.0
2018;Cd;GPL;0.0
2010;Cr;GPL;0.0
2011;Cr;GPL;0.0
2012;Cr;GPL;0.0
2013;Cr;GPL;0.0
2014;Cr;GPL;0.0
2015;Cr;GPL;0.0
2016;Cr;GPL;0.0
2017;Cr;GPL;0.0
2018;Cr;GPL;0.0
2010;Cu;GPL;0.4
2011;Cu;GPL;0.48
2012;Cu;GPL;0.44
2013;Cu;GPL;0.4
2014;Cu;GPL;0.36
2015;Cu;GPL;0.33
2016;Cu;GPL;0.3
2017;Cu;GPL;0.27
2018;Cu;GPL;0.25
2010;Pb;GPL;0.18
2011;Pb;GPL;0.22
2012;Pb;GPL;0.2
2013;Pb;GPL;0.18
2014;Pb;GPL;0.17
2015;Pb;GPL;0.15
2016;Pb;GPL;0.14
2017;Pb;GPL;0.13
2018;Pb;GPL;0.12
2010;Zn;GPL;0.94
2011;Zn;GPL;1.08
2012;Zn;GPL;1.01
2013;Zn;GPL;0.92
2014;Zn;GPL;0.84
2015;Zn;GPL;0.77
2016;Zn;GPL;0.71
2017;Zn;GPL;0.64
2018;Zn;GPL;0.6
2010;HAP;GPL;0.001
2011;HAP;GPL;0.001
2012;HAP;GPL;0.001
2013;HAP;GPL;0.001
2014;HAP;GPL;0.001
2015;HAP;GPL;0.001
2016;HAP;GPL;0.001
2017;HAP;GPL;0.001
2018;HAP;GPL;0.001
2010;PCDD-F;GPL;0.04
2011;PCDD-F;GPL;0.04
2012;PCDD-F;GPL;0.03
2013;PCDD-F;GPL;0.03
2014;PCDD-F;GPL;0.02
2015;PCDD-F;GPL;0.02
2016;PCDD-F;GPL;0.02
2017;PCDD-F;GPL;0.01
2018;PCDD-F;GPL;0.01
2010;SO2;GPL;0.012
2011;SO2;GPL;0.013
2012;SO2;GPL;0.012
2013;SO2;GPL;0.01
2014;SO2;GPL;0.009
2015;SO2;GPL;0.008
2016;SO2;GPL;0.007
2017;SO2;GPL;0.006
2018;SO2;GPL;0.006
2010;Ni;GPL;0.004
2011;Ni;GPL;0.005
2012;Ni;GPL;0.005
2013;Ni;GPL;0.004
2014;Ni;GPL;0.004
2015;Ni;GPL;0.004
2016;Ni;GPL;0.003
2017;Ni;GPL;0.003
2018;Ni;GPL;0.003
2010;benzène;GPL;0.0
2011;benzène;GPL;0.0
2012;benzène;GPL;0.0
2013;benzène;GPL;0.0
2014;benzène;GPL;0.0
2015;benzène;GPL;0.0
2016;benzène;GPL;0.0
2017;benzène;GPL;0.0
2018;benzène;GPL;0.0
2010;NOx;GNV;0.016
2011;NOx;GNV;0.023
2012;NOx;GNV;0.022
2013;NOx;GNV;0.022
2014;NOx;GNV;0.014
2015;NOx;GNV;0.012
2016;NOx;GNV;0.009
2017;NOx;GNV;0.006
2018;NOx;GNV;0.005
2010;COVNM;GNV;0.04
2011;COVNM;GNV;0.06
2012;COVNM;GNV;0.06
2013;COVNM;GNV;0.06
2014;COVNM;GNV;0.04
2015;COVNM;GNV;0.04
2016;COVNM;GNV;0.03
2017;COVNM;GNV;0.02
2018;COVNM;GNV;0.02
2010;CO;GNV;0.14
2011;CO;GNV;0.2
2012;CO;GNV;0.2
2013;CO;GNV;0.21
2014;CO;GNV;0.13
2015;CO;GNV;0.14
2016;CO;GNV;0.11
2017;CO;GNV;0.09
2018;CO;GNV;0.08
2010;PM10;GNV;0.0
2011;PM10;GNV;0.0
2012;PM10;GNV;0.0
2013;PM10;GNV;0.0
2014;PM10;GNV;0.0
2015;PM10;GNV;0.0
2016;PM10;GNV;0.0
2017;PM10;GNV;0.0
2018;PM10;GNV;0.0
2010;PM2,5;GNV;0.0
2011;PM2,5;GNV;0.0
2012;PM2,5;GNV;0.0
2013;PM2,5;GNV;0.0
2014;PM2,5;GNV;0.0
2015;PM2,5;GNV;0.0
2016;PM2,5;GNV;0.0
2017;PM2,5;GNV;0.0
2018;PM2,5;GNV;0.0
2010;PM1;GNV;0.0
2011;PM1;GNV;0.0
2012;PM1;GNV;0.0
2013;PM1;GNV;0.0
2014;PM1;GNV;0.0
2015;PM1;GNV;0.0
2016;PM1;GNV;0.0
2017;PM1;GNV;0.0
2018;PM1;GNV;0.0
2010;BC;GNV;0.0
2011;BC;GNV;0.0
2012;BC;GNV;0.0
2013;BC;GNV;0.0
2014;BC;GNV;0.0
2015;BC;GNV;0.0
2016;BC;GNV;0.0
2017;BC;GNV;0.0
2018;BC;GNV;0.0
2010;du;GNV;0.0
2011;du;GNV;0.0
2012;du;GNV;0.0
2013;du;GNV;0.0
2014;du;GNV;0.0
2015;du;GNV;0.0
2016;du;GNV;0.0
2017;du;GNV;0.0
2018;du;GNV;0.0
2010;Cd;GNV;0.0
2011;Cd;GNV;0.0
2012;Cd;GNV;0.0
2013;Cd;GNV;0.0
2014;Cd;GNV;0.0
2015;Cd;GNV;0.0
2016;Cd;GNV;0.0
2017;Cd;GNV;0.0
2018;Cd;GNV;0.0
2010;Cr;GNV;0.0
2011;Cr;GNV;0.0
2012;Cr;GNV;0.0
2013;Cr;GNV;0.0
2014;Cr;GNV;0.0
2015;Cr;GNV;0.0
2016;Cr;GNV;0.0
2017;Cr;GNV;0.0
2018;Cr;GNV;0.0
2010;Cu;GNV;0.0
2011;Cu;GNV;0.0
2012;Cu;GNV;0.0
2013;Cu;GNV;0.0
2014;Cu;GNV;0.0
2015;Cu;GNV;0.0
2016;Cu;GNV;0.0
2017;Cu;GNV;0.0
2018;Cu;GNV;0.0
2010;Pb;GNV;0.0
2011;Pb;GNV;0.0
2012;Pb;GNV;0.0
2013;Pb;GNV;0.0
2014;Pb;GNV;0.0
2015;Pb;GNV;0.0
2016;Pb;GNV;0.0
2017;Pb;GNV;0.0
2018;Pb;GNV;0.0
2010;Zn;GNV;0.02
2011;Zn;GNV;0.03
2012;Zn;GNV;0.03
2013;Zn;GNV;0.04
2014;Zn;GNV;0.03
2015;Zn;GNV;0.03
2016;Zn;GNV;0.03
2017;Zn;GNV;0.02
2018;Zn;GNV;0.02
2010;HAP;GNV;0.0
2011;HAP;GNV;0.0
2012;HAP;GNV;0.0
2013;HAP;GNV;0.0
2014;HAP;GNV;0.0
2015;HAP;GNV;0.0
2016;HAP;GNV;0.0
2017;HAP;GNV;0.0
2018;HAP;GNV;0.0
2010;PCDD-F;GNV;0.0
2011;PCDD-F;GNV;0.0
2012;PCDD-F;GNV;0.0
2013;PCDD-F;GNV;0.0
2014;PCDD-F;GNV;0.0
2015;PCDD-F;GNV;0.0
2016;PCDD-F;GNV;0.0
2017;PCDD-F;GNV;0.0
2018;PCDD-F;GNV;0.0
2010;SO2;GNV;0.0
2011;SO2;GNV;0.0
2012;SO2;GNV;0.0
2013;SO2;GNV;0.0
2014;SO2;GNV;0.0
2015;SO2;GNV;0.0
2016;SO2;GNV;0.0
2017;SO2;GNV;0.0
2018;SO2;GNV;0.0
2010;Ni;GNV;0.0
2011;Ni;GNV;0.0
2012;Ni;GNV;0.0
2013;Ni;GNV;0.0
2014;Ni;GNV;0.0
2015;Ni;GNV;0.0
2016;Ni;GNV;0.0
2017;Ni;GNV;0.0
2018;Ni;GNV;0.0
2010;benzène;GNV;0.0
2011;benzène;GNV;0.0
2012;benzène;GNV;0.0
2013;benzène;GNV;0.0
2014;benzène;GNV;0.0
2015;benzène;GNV;0.0
2016;benzène;GNV;0.0
2017;benzène;GNV;0.0
2018;benzène;GNV;0.0
2010;NOx;Electriques;0.0
2011;NOx;Electriques;0.0
2012;NOx;Electriques;0.0
2013;NOx;Electriques;0.0
2014;NOx;Electriques;0.0
2015;NOx;Electriques;0.0
2016;NOx;Electriques;0.0
2017;NOx;Electriques;0.0
2018;NOx;Electriques;0.0
2010;COVNM;Electriques;0.0
2011;COVNM;Electriques;0.0
2012;COVNM;Electriques;0.0
2013;COVNM;Electriques;0.0
2014;COVNM;Electriques;0.0
2015;COVNM;Electriques;0.0
2016;COVNM;Electriques;0.0
2017;COVNM;Electriques;0.0
2018;COVNM;Electriques;0.0
2010;CO;Electriques;0.0
2011;CO;Electriques;0.0
2012;CO;Electriques;0.0
2013;CO;Electriques;0.0
2014;CO;Electriques;0.0
2015;CO;Electriques;0.0
2016;CO;Electriques;0.0
2017;CO;Electriques;0.0
2018;CO;Electriques;0.0
2010;PM10;Electriques;0.0
2011;PM10;Electriques;0.0
2012;PM10;Electriques;0.0
2013;PM10;Electriques;0.0
2014;PM10;Electriques;0.0
2015;PM10;Electriques;0.0
2016;PM10;Electriques;0.0
2017;PM10;Electriques;0.0
2018;PM10;Electriques;0.0
2010;PM2,5;Electriques;0.0
2011;PM2,5;Electriques;0.0
2012;PM2,5;Electriques;0.0
2013;PM2,5;Electriques;0.0
2014;PM2,5;Electriques;0.0
2015;PM2,5;Electriques;0.0
2016;PM2,5;Electriques;0.0
2017;PM2,5;Electriques;0.0
2018;PM2,5;Electriques;0.0
2010;PM1;Electriques;0.0
2011;PM1;Electriques;0.0
2012;PM1;Electriques;0.0
2013;PM1;Electriques;0.0
2014;PM1;Electriques;0.0
2015;PM1;Electriques;0.0
2016;PM1;Electriques;0.0
2017;PM1;Electriques;0.0
2018;PM1;Electriques;0.0
2010;BC;Electriques;0.0
2011;BC;Electriques;0.0
2012;BC;Electriques;0.0
2013;BC;Electriques;0.0
2014;BC;Electriques;0.0
2015;BC;Electriques;0.0
2016;BC;Electriques;0.0
2017;BC;Electriques;0.0
2018;BC;Electriques;0.0
2010;du;Electriques;0.0
2011;du;Electriques;0.0
2012;du;Electriques;0.0
2013;du;Electriques;0.0
2014;du;Electriques;0.0
2015;du;Electriques;0.0
2016;du;Electriques;0.0
2017;du;Electriques;0.0
2018;du;Electriques;0.0
2010;Cd;Electriques;0.0
2011;Cd;Electriques;0.0
2012;Cd;Electriques;0.0
2013;Cd;Electriques;0.0
2014;Cd;Electriques;0.0
2015;Cd;Electriques;0.0
2016;Cd;Electriques;0.0
2017;Cd;Electriques;0.0
2018;Cd;Electriques;0.0
2010;Cr;Electriques;0.0
2011;Cr;Electriques;0.0
2012;Cr;Electriques;0.0
2013;Cr;Electriques;0.0
2014;Cr;Electriques;0.0
2015;Cr;Electriques;0.0
2016;Cr;Electriques;0.0
2017;Cr;Electriques;0.0
2018;Cr;Electriques;0.0
2010;Cu;Electriques;0.0
2011;Cu;Electriques;0.0
2012;Cu;Electriques;0.02
2013;Cu;Electriques;0.03
2014;Cu;Electriques;0.06
2015;Cu;Electriques;0.09
2016;Cu;Electriques;0.14
2017;Cu;Electriques;0.21
2018;Cu;Electriques;0.29
2010;Pb;Electriques;0.0
2011;Pb;Electriques;0.0
2012;Pb;Electriques;0.0
2013;Pb;Electriques;0.0
2014;Pb;Electriques;0.0
2015;Pb;Electriques;0.0
2016;Pb;Electriques;0.0
2017;Pb;Electriques;0.0
2018;Pb;Electriques;0.0
2010;Zn;Electriques;0.003
2011;Zn;Electriques;0.007
2012;Zn;Electriques;0.019
2013;Zn;Electriques;0.041
2014;Zn;Electriques;0.07
2015;Zn;Electriques;0.114
2016;Zn;Electriques;0.177
2017;Zn;Electriques;0.259
2018;Zn;Electriques;0.353
2010;HAP;Electriques;0.0
2011;HAP;Electriques;0.0
2012;HAP;Electriques;0.0
2013;HAP;Electriques;0.0
2014;HAP;Electriques;0.0
2015;HAP;Electriques;0.0
2016;HAP;Electriques;0.0
2017;HAP;Electriques;0.0
2018;HAP;Electriques;0.0
2010;PCDD-F;Electriques;0.0
2011;PCDD-F;Electriques;0.0
2012;PCDD-F;Electriques;0.0
2013;PCDD-F;Electriques;0.0
2014;PCDD-F;Electriques;0.0
2015;PCDD-F;Electriques;0.0
2016;PCDD-F;Electriques;0.0
2017;PCDD-F;Electriques;0.0
2018;PCDD-F;Electriques;0.0
2010;SO2;Electriques;0.0
2011;SO2;Electriques;0.0
2012;SO2;Electriques;0.0
2013;SO2;Electriques;0.0
2014;SO2;Electriques;0.0
2015;SO2;Electriques;0.0
2016;SO2;Electriques;0.0
2017;SO2;Electriques;0.0
2018;SO2;Electriques;0.0
2010;Ni;Electriques;0.0
2011;Ni;Electriques;0.0
2012;Ni;Electriques;0.0
2013;Ni;Electriques;0.0
2014;Ni;Electriques;0.0
2015;Ni;Electriques;0.0
2016;Ni;Electriques;0.0
2017;Ni;Electriques;0.0
2018;Ni;Electriques;0.002
2010;benzène;Electriques;0.0
2011;benzène;Electriques;0.0
2012;benzène;Electriques;0.0
2013;benzène;Electriques;0.0
2014;benzène;Electriques;0.0
2015;benzène;Electriques;0.0
2016;benzène;Electriques;0.0
2017;benzène;Electriques;0.0
2018;benzène;Electriques;0.0
