Année;Polluant;Fuel;Emissions
2010;NOx;Diesel;99.0
2011;NOx;Diesel;99.0
2012;NOx;Diesel;100.0
2013;NOx;Diesel;106.0
2014;NOx;Diesel;112.0
2015;NOx;Diesel;118.0
2016;NOx;Diesel;122.0
2017;NOx;Diesel;127.0
2018;NOx;Diesel;124.0
2010;COVNM;Diesel;9.2
2011;COVNM;Diesel;8.2
2012;COVNM;Diesel;7.7
2013;COVNM;Diesel;6.7
2014;COVNM;Diesel;5.6
2015;COVNM;Diesel;5.0
2016;COVNM;Diesel;4.3
2017;COVNM;Diesel;3.7
2018;COVNM;Diesel;3.0
2010;CO;Diesel;52.0
2011;CO;Diesel;49.0
2012;CO;Diesel;46.0
2013;CO;Diesel;40.0
2014;CO;Diesel;35.0
2015;CO;Diesel;31.0
2016;CO;Diesel;27.0
2017;CO;Diesel;24.0
2018;CO;Diesel;20.0
2010;PM10;Diesel;11.0
2011;PM10;Diesel;10.0
2012;PM10;Diesel;10.0
2013;PM10;Diesel;9.0
2014;PM10;Diesel;8.0
2015;PM10;Diesel;8.0
2016;PM10;Diesel;7.0
2017;PM10;Diesel;6.0
2018;PM10;Diesel;6.0
2010;PM2,5;Diesel;10.0
2011;PM2,5;Diesel;9.0
2012;PM2,5;Diesel;9.0
2013;PM2,5;Diesel;8.0
2014;PM2,5;Diesel;7.0
2015;PM2,5;Diesel;6.0
2016;PM2,5;Diesel;6.0
2017;PM2,5;Diesel;5.0
2018;PM2,5;Diesel;5.0
2010;PM1;Diesel;8.0
2011;PM1;Diesel;7.0
2012;PM1;Diesel;7.0
2013;PM1;Diesel;6.0
2014;PM1;Diesel;5.0
2015;PM1;Diesel;5.0
2016;PM1;Diesel;4.0
2017;PM1;Diesel;3.0
2018;PM1;Diesel;3.0
2010;BC;Diesel;7.1
2011;BC;Diesel;6.4
2012;BC;Diesel;6.0
2013;BC;Diesel;5.2
2014;BC;Diesel;4.5
2015;BC;Diesel;4.0
2016;BC;Diesel;3.5
2017;BC;Diesel;3.1
2018;BC;Diesel;2.6
2010;du;Diesel;0.18
2011;du;Diesel;0.18
2012;du;Diesel;0.19
2013;du;Diesel;0.19
2014;du;Diesel;0.19
2015;du;Diesel;0.2
2016;du;Diesel;0.2
2017;du;Diesel;0.21
2018;du;Diesel;0.2
2010;Cd;Diesel;0.07
2011;Cd;Diesel;0.07
2012;Cd;Diesel;0.07
2013;Cd;Diesel;0.07
2014;Cd;Diesel;0.07
2015;Cd;Diesel;0.08
2016;Cd;Diesel;0.08
2017;Cd;Diesel;0.08
2018;Cd;Diesel;0.08
2010;Cr;Diesel;0.32
2011;Cr;Diesel;0.34
2012;Cr;Diesel;0.34
2013;Cr;Diesel;0.34
2014;Cr;Diesel;0.35
2015;Cr;Diesel;0.35
2016;Cr;Diesel;0.36
2017;Cr;Diesel;0.36
2018;Cr;Diesel;0.36
2010;Cu;Diesel;27.0
2011;Cu;Diesel;29.0
2012;Cu;Diesel;29.0
2013;Cu;Diesel;29.0
2014;Cu;Diesel;30.0
2015;Cu;Diesel;30.0
2016;Cu;Diesel;30.0
2017;Cu;Diesel;30.0
2018;Cu;Diesel;30.0
2010;Pb;Diesel;12.7
2011;Pb;Diesel;13.6
2012;Pb;Diesel;13.4
2013;Pb;Diesel;13.7
2014;Pb;Diesel;13.7
2015;Pb;Diesel;13.8
2016;Pb;Diesel;13.9
2017;Pb;Diesel;14.1
2018;Pb;Diesel;13.8
2010;Zn;Diesel;49.11
2011;Zn;Diesel;52.09
2012;Zn;Diesel;51.89
2013;Zn;Diesel;53.36
2014;Zn;Diesel;53.93
2015;Zn;Diesel;54.74
2016;Zn;Diesel;55.43
2017;Zn;Diesel;56.4
2018;Zn;Diesel;55.2
2010;HAP;Diesel;0.58
2011;HAP;Diesel;0.56
2012;HAP;Diesel;0.52
2013;HAP;Diesel;0.49
2014;HAP;Diesel;0.47
2015;HAP;Diesel;0.45
2016;HAP;Diesel;0.42
2017;HAP;Diesel;0.4
2018;HAP;Diesel;0.37
2010;PCDD-F;Diesel;5.52
2011;PCDD-F;Diesel;5.67
2012;PCDD-F;Diesel;5.42
2013;PCDD-F;Diesel;4.93
2014;PCDD-F;Diesel;4.44
2015;PCDD-F;Diesel;4.01
2016;PCDD-F;Diesel;3.56
2017;PCDD-F;Diesel;3.15
2018;PCDD-F;Diesel;2.67
2010;SO2;Diesel;0.14
2011;SO2;Diesel;0.15
2012;SO2;Diesel;0.15
2013;SO2;Diesel;0.15
2014;SO2;Diesel;0.15
2015;SO2;Diesel;0.16
2016;SO2;Diesel;0.15
2017;SO2;Diesel;0.16
2018;SO2;Diesel;0.15
2010;Ni;Diesel;0.2
2011;Ni;Diesel;0.21
2012;Ni;Diesel;0.21
2013;Ni;Diesel;0.22
2014;Ni;Diesel;0.22
2015;Ni;Diesel;0.23
2016;Ni;Diesel;0.23
2017;Ni;Diesel;0.23
2018;Ni;Diesel;0.23
2010;benzène;Diesel;464.0
2011;benzène;Diesel;415.0
2012;benzène;Diesel;385.0
2013;benzène;Diesel;336.0
2014;benzène;Diesel;283.0
2015;benzène;Diesel;251.0
2016;benzène;Diesel;216.0
2017;benzène;Diesel;185.0
2018;benzène;Diesel;149.0
2010;NOx;Essence;5.0
2011;NOx;Essence;4.0
2012;NOx;Essence;3.0
2013;NOx;Essence;2.0
2014;NOx;Essence;2.0
2015;NOx;Essence;1.0
2016;NOx;Essence;1.0
2017;NOx;Essence;1.0
2018;NOx;Essence;1.0
2010;COVNM;Essence;8.0
2011;COVNM;Essence;6.0
2012;COVNM;Essence;5.0
2013;COVNM;Essence;4.0
2014;COVNM;Essence;3.0
2015;COVNM;Essence;3.0
2016;COVNM;Essence;2.0
2017;COVNM;Essence;2.0
2018;COVNM;Essence;2.0
2010;CO;Essence;83.0
2011;CO;Essence;60.0
2012;CO;Essence;53.0
2013;CO;Essence;45.0
2014;CO;Essence;35.0
2015;CO;Essence;33.0
2016;CO;Essence;29.0
2017;CO;Essence;26.0
2018;CO;Essence;24.0
2010;PM10;Essence;0.5
2011;PM10;Essence;0.5
2012;PM10;Essence;0.4
2013;PM10;Essence;0.4
2014;PM10;Essence;0.4
2015;PM10;Essence;0.4
2016;PM10;Essence;0.4
2017;PM10;Essence;0.4
2018;PM10;Essence;0.4
2010;PM2,5;Essence;0.3
2011;PM2,5;Essence;0.3
2012;PM2,5;Essence;0.2
2013;PM2,5;Essence;0.2
2014;PM2,5;Essence;0.2
2015;PM2,5;Essence;0.2
2016;PM2,5;Essence;0.2
2017;PM2,5;Essence;0.2
2018;PM2,5;Essence;0.2
2010;PM1;Essence;0.06
2011;PM1;Essence;0.06
2012;PM1;Essence;0.05
2013;PM1;Essence;0.05
2014;PM1;Essence;0.05
2015;PM1;Essence;0.05
2016;PM1;Essence;0.05
2017;PM1;Essence;0.05
2018;PM1;Essence;0.05
2010;BC;Essence;0.03
2011;BC;Essence;0.03
2012;BC;Essence;0.02
2013;BC;Essence;0.02
2014;BC;Essence;0.02
2015;BC;Essence;0.02
2016;BC;Essence;0.02
2017;BC;Essence;0.02
2018;BC;Essence;0.02
2010;du;Essence;0.03
2011;du;Essence;0.03
2012;du;Essence;0.02
2013;du;Essence;0.02
2014;du;Essence;0.02
