Année;Polluant;Fuel;Emissions
2012;Pb;Autres;0.23
2013;Pb;Autres;0.22
2014;Pb;Autres;0.22
2015;Pb;Autres;0.23
2016;Pb;Autres;0.25
2017;Pb;Autres;0.28
2018;Pb;Autres;0.32
2010;Zn;Autres;1.04
2011;Zn;Autres;1.28
2012;Zn;Autres;1.24
2013;Zn;Autres;1.22
2014;Zn;Autres;1.2
2015;Zn;Autres;1.21
2016;Zn;Autres;1.25
2017;Zn;Autres;1.31
2018;Zn;Autres;1.45
2010;HAP;Autres;0.0
2011;HAP;Autres;0.0
2012;HAP;Autres;0.0
2013;HAP;Autres;0.0
2014;HAP;Autres;0.0
2015;HAP;Autres;0.0
2016;HAP;Autres;0.0
2017;HAP;Autres;0.0
2018;HAP;Autres;0.0
2010;PCDD-F;Autres;0.04
2011;PCDD-F;Autres;0.04
2012;PCDD-F;Autres;0.04
2013;PCDD-F;Autres;0.03
2014;PCDD-F;Autres;0.03
2015;PCDD-F;Autres;0.02
2016;PCDD-F;Autres;0.02
2017;PCDD-F;Autres;0.02
2018;PCDD-F;Autres;0.01
2010;SO2;Autres;0.01
2011;SO2;Autres;0.01
2012;SO2;Autres;0.01
2013;SO2;Autres;0.01
2014;SO2;Autres;0.01
2015;SO2;Autres;0.01
2016;SO2;Autres;0.01
2017;SO2;Autres;0.01
2018;SO2;Autres;0.01
2010;Ni;Autres;0.005
2011;Ni;Autres;0.006
2012;Ni;Autres;0.006
2013;Ni;Autres;0.006
2014;Ni;Autres;0.006
2015;Ni;Autres;0.006
2016;Ni;Autres;0.006
2017;Ni;Autres;0.007
2018;Ni;Autres;0.008
2010;benzène;Autres;0.0
2011;benzène;Autres;0.0
2012;benzène;Autres;0.0
2013;benzène;Autres;0.0
2014;benzène;Autres;0.0
2015;benzène;Autres;0.0
2016;benzène;Autres;0.0
2017;benzène;Autres;0.0
2018;benzène;Autres;0.0
