Année;Régions;Départements;Essence+Superéthanol;Electricité-Essence;Gazole;Essence-GPL;Electricité;Gazole-électricité;Autres et non détectés;Total
2018;Île-de-France;Essonne;222346;9774;403958;3029;1971;1435;58;642571
2018;Île-de-France;Val-d'Oise;186877;7546;362143;2398;1575;1266;52;561857
2018;Île-de-France;Seine-et-Marne;209319;9761;464704;3203;1607;1480;70;690144
2018;Île-de-France;Seine-Saint-Denis;152492;7767;376738;2289;1346;1317;95;542044
2018;Île-de-France;Paris;243994;15595;317999;1720;3064;2314;132;584818
2018;Île-de-France;Hauts-de-Seine;268421;19019;462424;1804;8723;2870;154;763415
2018;Île-de-France;Val-de-Marne;196873;9988;299139;2150;1241;1095;78;510564
2018;Île-de-France;Yvelines;318952;11238;481822;3478;3471;1772;123;820856
2019;Auvergne-Rhône-Alpes;Ain;116161;4113;228091;1166;1095;683;116;351425
2019;Auvergne-Rhône-Alpes;Allier;52047;1314;112329;757;407;346;24;167224
2019;Auvergne-Rhône-Alpes;Haute-Loire;32872;767;83346;668;264;244;27;118188
2019;Auvergne-Rhône-Alpes;Savoie;81617;3003;155946;1098;804;503;46;243017
2019;Auvergne-Rhône-Alpes;Rhône;301835;11242;541211;3936;3470;1985;184;863863
2019;Auvergne-Rhône-Alpes;Ardèche;51002;1296;111739;819;604;271;18;165749
2019;Auvergne-Rhône-Alpes;Puy-de-Dôme;106151;3192;224515;1603;900;685;39;337085
2019;Auvergne-Rhône-Alpes;Haute-Savoie;185343;8426;287252;2049;2057;1001;92;486220
2019;Auvergne-Rhône-Alpes;Loire;115093;2367;256260;1699;930;747;80;377176
2019;Auvergne-Rhône-Alpes;Drôme;83617;2722;188777;1338;1094;522;43;278113
2019;Auvergne-Rhône-Alpes;Cantal;20174;660;51802;295;138;110;4;73183
2019;Auvergne-Rhône-Alpes;Isère;214171;7198;431534;3624;2479;1299;158;660463
2019;Bourgogne-Franche-Comté;Doubs;92962;2328;196257;1066;755;914;28;294310
2019;Bourgogne-Franche-Comté;Côte-d'Or;83493;3101;171918;1169;691;516;27;260915
2019;Bourgogne-Franche-Comté;Haute-Saône;32830;548;90236;454;208;278;11;124565
2019;Bourgogne-Franche-Comté;Yonne;44217;1792;117405;829;445;314;15;165017
2019;Bourgogne-Franche-Comté;Jura;41554;1094;97076;882;357;355;63;141381
2019;Bourgogne-Franche-Comté;Nièvre;28865;1012;69641;409;185;176;50;100338
2019;Bourgogne-Franche-Comté;Saône-et-Loire;83880;2209;188108;1214;605;545;51;276612
2019;Bourgogne-Franche-Comté;Territoire de Belfort;26173;485;43523;261;145;199;6;70792
2019;Bretagne;Ille-et-Vilaine;150729;5011;344105;2560;1720;928;49;505102
2019;Bretagne;Morbihan;118317;4791;269980;1562;1053;662;41;396406
2019;Bretagne;Côtes-d'Armor;86307;2777;218137;1346;822;457;33;309879
2019;Bretagne;Finistère;149881;4961;324633;1944;1261;735;31;483446
2019;Centre-Val de Loire;Loir-et-Cher;46365;1603;116450;675;601;292;23;166009
2019;Centre-Val de Loire;Loiret;102671;3748;227047;1412;1291;617;49;336835
2019;Centre-Val de Loire;Indre-et-Loire;96127;3740;185855;1626;1152;510;29;289039
2019;Centre-Val de Loire;Eure-et-Loir;63280;2256;156036;894;755;455;12;223688
2019;Centre-Val de Loire;Indre;25850;958;77376;431;261;162;11;105049
2019;Centre-Val de Loire;Cher;42127;1451;103148;442;365;263;47;147843
2019;Corse;Corse-du-Sud;39790;787;48117;243;189;70;8;89204
2019;Corse;Haute-Corse;40142;807;57263;214;154;111;6;98697
2019;Grand Est;Bas-Rhin;193978;7539;368083;1951;2306;1222;194;575273
2019;Grand Est;Vosges;55076;1196;135199;878;460;483;13;193305
2019;Grand Est;Marne;83136;3539;187851;959;721;583;18;276807
2019;Grand Est;Meurthe-et-Moselle;116628;3369;247360;1494;919;677;33;370480
2019;Grand Est;Haute-Marne;22902;599;61901;459;171;163;2;86197
2019;Grand Est;Meuse;23432;689;67676;380;223;200;6;92606
2019;Grand Est;Aube;41110;1468;103275;580;354;335;14;147136
2019;Grand Est;Haut-Rhin;145934;4550;256688;1263;1743;1011;100;411289
2019;Grand Est;Moselle;175632;4365;379533;1638;1252;965;56;563441
2019;Grand Est;Ardennes;33482;1012;97279;735;384;268;23;133183
2019;Hauts-de-France;Somme;80807;2304;205674;823;536;463;15;290622
2019;Hauts-de-France;Nord;367215;15018;822609;9961;3294;2324;227;1220648
2019;Hauts-de-France;Oise;205275;5593;360845;1629;1179;1014;71;575606
2019;Hauts-de-France;Aisne;77688;1850;196779;1050;602;568;17;278554
2019;Hauts-de-France;Pas-de-Calais;195058;5524;480595;3589;1625;1175;62;687628
2019;Normandie;Eure;83926;2580;213754;1166;942;557;25;302950
2019;Normandie;Orne;34127;1292;97613;591;381;261;10;134275
2019;Normandie;Manche;64659;2135;180282;1256;939;469;27;249767
2019;Normandie;Seine-Maritime;221931;4936;427927;2164;2159;1180;53;660350
2019;Normandie;Calvados;109919;4237;230682;1668;995;753;33;348287
2019;Nouvelle-Aquitaine;Landes;65454;2296;161222;1007;490;373;22;230864
2019;Nouvelle-Aquitaine;Pyrénées-Atlantiques;122359;4855;236780;1649;1040;529;17;367229
2019;Nouvelle-Aquitaine;Dordogne;55363;2134;148547;1167;623;351;17;208202
2019;Nouvelle-Aquitaine;Vienne;61279;2554;148301;1203;967;347;34;214685
2019;Nouvelle-Aquitaine;Gironde;265971;11282;537596;4499;3011;1390;91;823840
2019;Nouvelle-Aquitaine;Deux-Sèvres;55156;2417;172895;916;706;437;36;232563
2019;Nouvelle-Aquitaine;Haute-Vienne;59063;1971;125531;669;520;309;22;188085
2019;Nouvelle-Aquitaine;Creuse;13253;397;42843;236;121;85;1;56936
2019;Nouvelle-Aquitaine;Corrèze;37188;984;88845;596;336;209;22;128180
2019;Nouvelle-Aquitaine;Lot-et-Garonne;43810;1645;124060;747;505;330;21;171118
2019;Nouvelle-Aquitaine;Charente;45620;1800;129166;743;596;285;13;178223
2019;Nouvelle-Aquitaine;Charente-Maritime;103815;4974;226802;1670;1179;554;22;339016
2019;Occitanie;Hérault;183071;7053;387955;2376;1677;821;71;583024
2019;Occitanie;Pyrénées-Orientales;79872;2440;161416;745;561;334;12;245380
2019;Occitanie;Tarn;55634;1705;141990;1047;654;340;22;201392
2019;Occitanie;Ariège;18750;815;56046;456;192;113;30;76402
2019;Occitanie;Gard;116428;4406;261929;1548;1158;581;28;386078
2019;Occitanie;Aveyron;35132;1031;107870;538;334;303;14;145222
2019;Occitanie;Haute-Garonne;225715;9096;455983;3472;3089;1361;112;698828
2019;Occitanie;Lot;23635;892;64766;507;267;171;10;90248
2019;Occitanie;Aude;51504;1814;131203;670;465;270;12;185938
2019;Occitanie;Tarn-et-Garonne;30786;1020;99181;724;403;240;11;132365
2019;Occitanie;Hautes-Pyrénées;34279;1169;81784;722;350;160;14;118478
2019;Occitanie;Gers;22733;1028;76755;438;347;162;37;101500
2019;Occitanie;Lozère;8579;247;29812;132;90;75;3;38938
2019;Pays de la Loire;Vendée;99973;4812;255725;1448;1393;657;22;364030
2019;Pays de la Loire;Mayenne;36758;1172;107459;1128;390;282;22;147211
2019;Pays de la Loire;Sarthe;80548;3034;180087;1736;705;466;31;266607
2019;Pays de la Loire;Maine-et-Loire;105162;4287;266901;2063;1364;644;51;380472
2019;Pays de la Loire;Loire-Atlantique;226570;8675;446887;4173;2307;1084;306;690002
2019;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;260244;8523;291546;2093;2762;729;114;566011
2019;Provence-Alpes-Côte d'Azur;Vaucluse;93979;3304;207158;1431;965;487;34;307358
2019;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;353493;11696;650564;4083;3410;1433;220;1024899
2019;Provence-Alpes-Côte d'Azur;Hautes-Alpes;22644;888;49237;506;197;124;8;73604
2019;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;25968;1142;59218;499;262;157;7;87253
2019;Provence-Alpes-Côte d'Azur;Var;231101;8052;342228;2211;1814;794;38;586238
2019;Île-de-France;Essonne;233407;12402;387620;2942;2569;1437;55;640432
2019;Île-de-France;Val-d'Oise;192024;9809;350258;2293;2157;1325;55;557921
2019;Île-de-France;Seine-et-Marne;223990;12576;448819;3086;2245;1516;82;692314
2019;Île-de-France;Seine-Saint-Denis;154608;9851;369902;2271;1754;1419;100;539905
2019;Île-de-France;Paris;245085;19568;300052;1670;4690;2067;138;573270
2019;Île-de-France;Hauts-de-Seine;279118;23093;441906;1735;10972;2448;161;759433
2019;Île-de-France;Val-de-Marne;200066;12620;285431;2075;1633;1105;75;503005
2019;Île-de-France;Yvelines;332605;14205;468953;3266;5065;1694;118;825906
