Année;Régions;Départements;Fuel;Nb_véhicules
2013;Bourgogne-Franche-Comté;Doubs;Essence;1772
2013;Bourgogne-Franche-Comté;Côte-d'Or;Essence;2068
2013;Bourgogne-Franche-Comté;Haute-Saône;Essence;1107
2013;Bourgogne-Franche-Comté;Yonne;Essence;1286
2013;Bourgogne-Franche-Comté;Jura;Essence;1127
2013;Bourgogne-Franche-Comté;Nièvre;Essence;865
2013;Bourgogne-Franche-Comté;Saône-et-Loire;Essence;2187
2013;Bourgogne-Franche-Comté;Territoire de Belfort;Essence;541
2013;Bretagne;Ille-et-Vilaine;Essence;2556
2013;Bretagne;Morbihan;Essence;2176
2013;Bretagne;Côtes-d'Armor;Essence;1820
2013;Bretagne;Finistère;Essence;2800
2013;Centre-Val de Loire;Loir-et-Cher;Essence;1219
2013;Centre-Val de Loire;Loiret;Essence;2355
2013;Centre-Val de Loire;Indre-et-Loire;Essence;1838
2013;Centre-Val de Loire;Eure-et-Loir;Essence;1338
2013;Centre-Val de Loire;Indre;Essence;828
2013;Centre-Val de Loire;Cher;Essence;1036
2013;Corse;Corse-du-Sud;Essence;836
2013;Corse;Haute-Corse;Essence;772
2013;Grand Est;Bas-Rhin;Essence;3855
2013;Grand Est;Vosges;Essence;1642
2013;Grand Est;Marne;Essence;2289
2013;Grand Est;Meurthe-et-Moselle;Essence;1793
2013;Grand Est;Haute-Marne;Essence;811
2013;Grand Est;Meuse;Essence;801
2013;Grand Est;Aube;Essence;1128
2013;Grand Est;Haut-Rhin;Essence;3508
2013;Grand Est;Moselle;Essence;2654
2013;Grand Est;Ardennes;Essence;1038
2013;Hauts-de-France;Somme;Essence;1496
2013;Hauts-de-France;Nord;Essence;5166
2013;Hauts-de-France;Oise;Essence;2291
2013;Hauts-de-France;Aisne;Essence;1742
2013;Hauts-de-France;Pas-de-Calais;Essence;3301
2013;Normandie;Eure;Essence;1936
2013;Normandie;Orne;Essence;863
2013;Normandie;Manche;Essence;1620
2013;Normandie;Seine-Maritime;Essence;4126
2013;Normandie;Calvados;Essence;1816
2013;Nouvelle-Aquitaine;Landes;Essence;1221
2013;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Essence;1690
2013;Nouvelle-Aquitaine;Dordogne;Essence;1093
2013;Nouvelle-Aquitaine;Vienne;Essence;1068
2013;Nouvelle-Aquitaine;Gironde;Essence;3789
2013;Nouvelle-Aquitaine;Deux-Sèvres;Essence;1272
2013;Nouvelle-Aquitaine;Haute-Vienne;Essence;955
2013;Nouvelle-Aquitaine;Creuse;Essence;461
2013;Nouvelle-Aquitaine;Corrèze;Essence;751
2013;Nouvelle-Aquitaine;Lot-et-Garonne;Essence;752
2013;Nouvelle-Aquitaine;Charente;Essence;951
2013;Nouvelle-Aquitaine;Charente-Maritime;Essence;1924
2013;Occitanie;Hérault;Essence;3236
2013;Occitanie;Pyrénées-Orientales;Essence;1584
2013;Occitanie;Tarn;Essence;1097
2013;Occitanie;Ariège;Essence;456
2013;Occitanie;Gard;Essence;2403
2013;Occitanie;Aveyron;Essence;775
2013;Occitanie;Haute-Garonne;Essence;2405
2013;Occitanie;Lot;Essence;573
2013;Occitanie;Aude;Essence;1163
2013;Occitanie;Tarn-et-Garonne;Essence;580
2013;Occitanie;Hautes-Pyrénées;Essence;736
2013;Occitanie;Gers;Essence;595
2013;Occitanie;Lozère;Essence;253
2013;Pays de la Loire;Vendée;Essence;2027
2013;Pays de la Loire;Mayenne;Essence;715
2013;Pays de la Loire;Sarthe;Essence;1576
2013;Pays de la Loire;Maine-et-Loire;Essence;2044
2013;Pays de la Loire;Loire-Atlantique;Essence;3837
2013;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Essence;4514
2013;Provence-Alpes-Côte d'Azur;Vaucluse;Essence;1745
2013;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Essence;5122
2013;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Essence;521
2013;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Essence;658
2013;Provence-Alpes-Côte d'Azur;Var;Essence;3781
2013;Île-de-France;Essonne;Essence;2929
2013;Île-de-France;Val-d'Oise;Essence;3530
2013;Île-de-France;Seine-et-Marne;Essence;3494
2013;Île-de-France;Seine-Saint-Denis;Essence;4137
2013;Île-de-France;Paris;Essence;5943
2013;Île-de-France;Hauts-de-Seine;Essence;3735
2013;Île-de-France;Val-de-Marne;Essence;3331
2013;Île-de-France;Yvelines;Essence;3490
2014;Auvergne-Rhône-Alpes;Ain;Essence;1893
2014;Auvergne-Rhône-Alpes;Allier;Essence;925
2014;Auvergne-Rhône-Alpes;Haute-Loire;Essence;580
2014;Auvergne-Rhône-Alpes;Savoie;Essence;1600
2014;Auvergne-Rhône-Alpes;Rhône;Essence;4799
2014;Auvergne-Rhône-Alpes;Ardèche;Essence;1104
2014;Auvergne-Rhône-Alpes;Puy-de-Dôme;Essence;1731
2014;Auvergne-Rhône-Alpes;Haute-Savoie;Essence;2986
2014;Auvergne-Rhône-Alpes;Loire;Essence;1656
2014;Auvergne-Rhône-Alpes;Drôme;Essence;1451
2014;Auvergne-Rhône-Alpes;Cantal;Essence;401
2014;Auvergne-Rhône-Alpes;Isère;Essence;3956
2014;Bourgogne-Franche-Comté;Doubs;Essence;1657
2014;Bourgogne-Franche-Comté;Côte-d'Or;Essence;1890
2014;Bourgogne-Franche-Comté;Haute-Saône;Essence;1018
2014;Bourgogne-Franche-Comté;Yonne;Essence;1159
2014;Bourgogne-Franche-Comté;Jura;Essence;1062
2014;Bourgogne-Franche-Comté;Nièvre;Essence;802
2014;Bourgogne-Franche-Comté;Saône-et-Loire;Essence;2022
2014;Bourgogne-Franche-Comté;Territoire de Belfort;Essence;485
2014;Bretagne;Ille-et-Vilaine;Essence;2327
2014;Bretagne;Morbihan;Essence;1975
2014;Bretagne;Côtes-d'Armor;Essence;1724
2014;Bretagne;Finistère;Essence;2545
2014;Centre-Val de Loire;Loir-et-Cher;Essence;1094
2014;Centre-Val de Loire;Loiret;Essence;2118
2014;Centre-Val de Loire;Indre-et-Loire;Essence;1638
2014;Centre-Val de Loire;Eure-et-Loir;Essence;1236
2014;Centre-Val de Loire;Indre;Essence;750
2014;Centre-Val de Loire;Cher;Essence;931
2014;Corse;Corse-du-Sud;Essence;762
2014;Corse;Haute-Corse;Essence;702
2014;Grand Est;Bas-Rhin;Essence;3535
2014;Grand Est;Vosges;Essence;1530
2014;Grand Est;Marne;Essence;2170
2014;Grand Est;Meurthe-et-Moselle;Essence;1627
2014;Grand Est;Haute-Marne;Essence;743
2014;Grand Est;Meuse;Essence;747
2014;Grand Est;Aube;Essence;1047
2014;Grand Est;Haut-Rhin;Essence;3285
2014;Grand Est;Moselle;Essence;2463
2014;Grand Est;Ardennes;Essence;965
2014;Hauts-de-France;Somme;Essence;1387
2014;Hauts-de-France;Nord;Essence;4688
2014;Hauts-de-France;Oise;Essence;2058
2014;Hauts-de-France;Aisne;Essence;1601
2014;Hauts-de-France;Pas-de-Calais;Essence;2954
2014;Normandie;Eure;Essence;1811
2014;Normandie;Orne;Essence;797
2014;Normandie;Manche;Essence;1600
2014;Normandie;Seine-Maritime;Essence;3804
2014;Normandie;Calvados;Essence;1683
2014;Nouvelle-Aquitaine;Landes;Essence;1135
2014;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Essence;1552
2014;Nouvelle-Aquitaine;Dordogne;Essence;961
2014;Nouvelle-Aquitaine;Vienne;Essence;972
2014;Nouvelle-Aquitaine;Gironde;Essence;3462
2014;Nouvelle-Aquitaine;Deux-Sèvres;Essence;1157
2014;Nouvelle-Aquitaine;Haute-Vienne;Essence;865
2014;Nouvelle-Aquitaine;Creuse;Essence;412
2014;Nouvelle-Aquitaine;Corrèze;Essence;699
2014;Nouvelle-Aquitaine;Lot-et-Garonne;Essence;700
2014;Nouvelle-Aquitaine;Charente;Essence;880
2014;Nouvelle-Aquitaine;Charente-Maritime;Essence;1784
2014;Occitanie;Hérault;Essence;2947
2014;Occitanie;Pyrénées-Orientales;Essence;1472
2014;Occitanie;Tarn;Essence;1008
2014;Occitanie;Ariège;Essence;436
2014;Occitanie;Gard;Essence;2227
2014;Occitanie;Aveyron;Essence;732
2014;Occitanie;Haute-Garonne;Essence;2222
2014;Occitanie;Lot;Essence;523
2014;Occitanie;Aude;Essence;1058
2014;Occitanie;Tarn-et-Garonne;Essence;509
2014;Occitanie;Hautes-Pyrénées;Essence;664
2014;Occitanie;Gers;Essence;539
2014;Occitanie;Lozère;Essence;245
2014;Pays de la Loire;Vendée;Essence;1851
2014;Pays de la Loire;Mayenne;Essence;637
2014;Pays de la Loire;Sarthe;Essence;1566
2014;Pays de la Loire;Maine-et-Loire;Essence;1882
2014;Pays de la Loire;Loire-Atlantique;Essence;3602
2014;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Essence;4166
2014;Provence-Alpes-Côte d'Azur;Vaucluse;Essence;1631
2014;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Essence;4686
2014;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Essence;468
2014;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Essence;604
2014;Provence-Alpes-Côte d'Azur;Var;Essence;3501
2014;Île-de-France;Essonne;Essence;2679
2014;Île-de-France;Val-d'Oise;Essence;3280
2014;Île-de-France;Seine-et-Marne;Essence;3198
2014;Île-de-France;Seine-Saint-Denis;Essence;3804
2014;Île-de-France;Paris;Essence;5333
2014;Île-de-France;Hauts-de-Seine;Essence;3296
2014;Île-de-France;Val-de-Marne;Essence;2994
2014;Île-de-France;Yvelines;Essence;3209
2015;Auvergne-Rhône-Alpes;Ain;Essence;1763
2015;Auvergne-Rhône-Alpes;Allier;Essence;824
2015;Auvergne-Rhône-Alpes;Haute-Loire;Essence;557
2015;Auvergne-Rhône-Alpes;Savoie;Essence;1491
2015;Auvergne-Rhône-Alpes;Rhône;Essence;4402
2015;Auvergne-Rhône-Alpes;Ardèche;Essence;985
2015;Auvergne-Rhône-Alpes;Puy-de-Dôme;Essence;1585
2015;Auvergne-Rhône-Alpes;Haute-Savoie;Essence;2795
2015;Auvergne-Rhône-Alpes;Loire;Essence;1487
2015;Auvergne-Rhône-Alpes;Drôme;Essence;1297
2015;Auvergne-Rhône-Alpes;Cantal;Essence;337
2015;Auvergne-Rhône-Alpes;Isère;Essence;3616
2015;Bourgogne-Franche-Comté;Doubs;Essence;1516
2015;Bourgogne-Franche-Comté;Côte-d'Or;Essence;1688
2015;Bourgogne-Franche-Comté;Haute-Saône;Essence;930
2015;Bourgogne-Franche-Comté;Yonne;Essence;1062
2015;Bourgogne-Franche-Comté;Jura;Essence;946
2015;Bourgogne-Franche-Comté;Nièvre;Essence;719
2015;Bourgogne-Franche-Comté;Saône-et-Loire;Essence;1868
2015;Bourgogne-Franche-Comté;Territoire de Belfort;Essence;466
2015;Bretagne;Ille-et-Vilaine;Essence;2088
2015;Bretagne;Morbihan;Essence;1791
2015;Bretagne;Côtes-d'Armor;Essence;1563
2015;Bretagne;Finistère;Essence;2305
2015;Centre-Val de Loire;Loir-et-Cher;Essence;996
2015;Centre-Val de Loire;Loiret;Essence;1922
2015;Centre-Val de Loire;Indre-et-Loire;Essence;1448
2015;Centre-Val de Loire;Eure-et-Loir;Essence;1115
2015;Centre-Val de Loire;Indre;Essence;659
2015;Centre-Val de Loire;Cher;Essence;809
2015;Corse;Corse-du-Sud;Essence;676
2015;Corse;Haute-Corse;Essence;639
2015;Grand Est;Bas-Rhin;Essence;3230
2015;Grand Est;Vosges;Essence;1435
2015;Grand Est;Marne;Essence;1993
2015;Grand Est;Meurthe-et-Moselle;Essence;1497
2015;Grand Est;Haute-Marne;Essence;664
2015;Grand Est;Meuse;Essence;661
2015;Grand Est;Aube;Essence;934
2015;Grand Est;Haut-Rhin;Essence;3041
2015;Grand Est;Moselle;Essence;2308
2015;Grand Est;Ardennes;Essence;848
2015;Hauts-de-France;Somme;Essence;1249
2015;Hauts-de-France;Nord;Essence;4283
2015;Hauts-de-France;Oise;Essence;1879
2015;Hauts-de-France;Aisne;Essence;1439
2015;Hauts-de-France;Pas-de-Calais;Essence;2663
2015;Normandie;Eure;Essence;1643
2015;Normandie;Orne;Essence;720
2015;Normandie;Manche;Essence;1469
2015;Normandie;Seine-Maritime;Essence;3440
2015;Normandie;Calvados;Essence;1533
2015;Nouvelle-Aquitaine;Landes;Essence;988
2015;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Essence;1418
2015;Nouvelle-Aquitaine;Dordogne;Essence;856
2015;Nouvelle-Aquitaine;Vienne;Essence;868
2015;Nouvelle-Aquitaine;Gironde;Essence;3132
2015;Nouvelle-Aquitaine;Deux-Sèvres;Essence;1004
2015;Nouvelle-Aquitaine;Haute-Vienne;Essence;772
2015;Nouvelle-Aquitaine;Creuse;Essence;341
2015;Nouvelle-Aquitaine;Corrèze;Essence;633
2015;Nouvelle-Aquitaine;Lot-et-Garonne;Essence;617
2015;Nouvelle-Aquitaine;Charente;Essence;771
2015;Nouvelle-Aquitaine;Charente-Maritime;Essence;1655
2015;Occitanie;Hérault;Essence;2650
2015;Occitanie;Pyrénées-Orientales;Essence;1320
2015;Occitanie;Tarn;Essence;907
2015;Occitanie;Ariège;Essence;381
2015;Occitanie;Gard;Essence;2057
2015;Occitanie;Aveyron;Essence;658
2015;Occitanie;Haute-Garonne;Essence;2027
2015;Occitanie;Lot;Essence;461
2015;Occitanie;Aude;Essence;953
2015;Occitanie;Tarn-et-Garonne;Essence;454
2015;Occitanie;Hautes-Pyrénées;Essence;573
2015;Occitanie;Gers;Essence;475
2015;Occitanie;Lozère;Essence;227
2015;Pays de la Loire;Vendée;Essence;1668
2015;Pays de la Loire;Mayenne;Essence;572
2015;Pays de la Loire;Sarthe;Essence;1459
2015;Pays de la Loire;Maine-et-Loire;Essence;1691
2015;Pays de la Loire;Loire-Atlantique;Essence;3264
2015;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Essence;3866
2015;Provence-Alpes-Côte d'Azur;Vaucluse;Essence;1491
2015;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Essence;4331
2015;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Essence;406
2015;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Essence;538
2015;Provence-Alpes-Côte d'Azur;Var;Essence;3227
2015;Île-de-France;Essonne;Essence;2488
2015;Île-de-France;Val-d'Oise;Essence;3087
2015;Île-de-France;Seine-et-Marne;Essence;3010
2015;Île-de-France;Seine-Saint-Denis;Essence;3448
2015;Île-de-France;Paris;Essence;4783
2015;Île-de-France;Hauts-de-Seine;Essence;2980
2015;Île-de-France;Val-de-Marne;Essence;2761
2015;Île-de-France;Yvelines;Essence;2923
2016;Auvergne-Rhône-Alpes;Ain;Essence;1632
2016;Auvergne-Rhône-Alpes;Allier;Essence;754
2016;Auvergne-Rhône-Alpes;Haute-Loire;Essence;485
2016;Auvergne-Rhône-Alpes;Savoie;Essence;1412
2016;Auvergne-Rhône-Alpes;Rhône;Essence;4015
2016;Auvergne-Rhône-Alpes;Ardèche;Essence;882
2016;Auvergne-Rhône-Alpes;Puy-de-Dôme;Essence;1454
2016;Auvergne-Rhône-Alpes;Haute-Savoie;Essence;2587
2016;Auvergne-Rhône-Alpes;Loire;Essence;1301
2016;Auvergne-Rhône-Alpes;Drôme;Essence;1219
2016;Auvergne-Rhône-Alpes;Cantal;Essence;288
2016;Auvergne-Rhône-Alpes;Isère;Essence;3336
2016;Bourgogne-Franche-Comté;Doubs;Essence;1398
2016;Bourgogne-Franche-Comté;Côte-d'Or;Essence;1511
2016;Bourgogne-Franche-Comté;Haute-Saône;Essence;838
2016;Bourgogne-Franche-Comté;Yonne;Essence;989
2016;Bourgogne-Franche-Comté;Jura;Essence;890
2016;Bourgogne-Franche-Comté;Nièvre;Essence;637
2016;Bourgogne-Franche-Comté;Saône-et-Loire;Essence;1691
2016;Bourgogne-Franche-Comté;Territoire de Belfort;Essence;437
2016;Bretagne;Ille-et-Vilaine;Essence;1966
2016;Bretagne;Morbihan;Essence;1662
2016;Bretagne;Côtes-d'Armor;Essence;1395
2016;Bretagne;Finistère;Essence;2054
2016;Centre-Val de Loire;Loir-et-Cher;Essence;899
2016;Centre-Val de Loire;Loiret;Essence;1772
2016;Centre-Val de Loire;Indre-et-Loire;Essence;1339
2016;Centre-Val de Loire;Eure-et-Loir;Essence;1023
2016;Centre-Val de Loire;Indre;Essence;597
2016;Centre-Val de Loire;Cher;Essence;743
2016;Corse;Corse-du-Sud;Essence;636
2016;Corse;Haute-Corse;Essence;594
2016;Grand Est;Bas-Rhin;Essence;3005
2016;Grand Est;Vosges;Essence;1308
2016;Grand Est;Marne;Essence;1855
2016;Grand Est;Meurthe-et-Moselle;Essence;1401
2016;Grand Est;Haute-Marne;Essence;607
2016;Grand Est;Meuse;Essence;587
2016;Grand Est;Aube;Essence;840
2016;Grand Est;Haut-Rhin;Essence;2804
2016;Grand Est;Moselle;Essence;2156
2016;Grand Est;Ardennes;Essence;782
2016;Hauts-de-France;Somme;Essence;1164
2016;Hauts-de-France;Nord;Essence;3923
2016;Hauts-de-France;Oise;Essence;1726
2016;Hauts-de-France;Aisne;Essence;1297
2016;Hauts-de-France;Pas-de-Calais;Essence;2405
2016;Normandie;Eure;Essence;1480
2016;Normandie;Orne;Essence;648
2016;Normandie;Manche;Essence;1355
2016;Normandie;Seine-Maritime;Essence;3140
2016;Normandie;Calvados;Essence;1421
2016;Nouvelle-Aquitaine;Landes;Essence;889
2016;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Essence;1324
2016;Nouvelle-Aquitaine;Dordogne;Essence;758
2016;Nouvelle-Aquitaine;Vienne;Essence;790
2016;Nouvelle-Aquitaine;Gironde;Essence;2846
2016;Nouvelle-Aquitaine;Deux-Sèvres;Essence;894
2016;Nouvelle-Aquitaine;Haute-Vienne;Essence;692
2016;Nouvelle-Aquitaine;Creuse;Essence;299
2016;Nouvelle-Aquitaine;Corrèze;Essence;565
2016;Nouvelle-Aquitaine;Lot-et-Garonne;Essence;579
2016;Nouvelle-Aquitaine;Charente;Essence;705
2016;Nouvelle-Aquitaine;Charente-Maritime;Essence;1540
2016;Occitanie;Hérault;Essence;2416
2016;Occitanie;Pyrénées-Orientales;Essence;1175
2016;Occitanie;Tarn;Essence;793
2016;Occitanie;Ariège;Essence;344
2016;Occitanie;Gard;Essence;1911
2016;Occitanie;Aveyron;Essence;568
2016;Occitanie;Haute-Garonne;Essence;1884
2016;Occitanie;Lot;Essence;395
2016;Occitanie;Aude;Essence;891
2016;Occitanie;Tarn-et-Garonne;Essence;408
2016;Occitanie;Hautes-Pyrénées;Essence;510
2016;Occitanie;Gers;Essence;408
2016;Occitanie;Lozère;Essence;209
2016;Pays de la Loire;Vendée;Essence;1493
2016;Pays de la Loire;Mayenne;Essence;521
2016;Pays de la Loire;Sarthe;Essence;1362
2016;Pays de la Loire;Maine-et-Loire;Essence;1549
2016;Pays de la Loire;Loire-Atlantique;Essence;2994
2016;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Essence;3526
2016;Provence-Alpes-Côte d'Azur;Vaucluse;Essence;1388
2016;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Essence;4002
2016;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Essence;377
2016;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Essence;476
2016;Provence-Alpes-Côte d'Azur;Var;Essence;3015
2016;Île-de-France;Essonne;Essence;2300
2016;Île-de-France;Val-d'Oise;Essence;2845
2016;Île-de-France;Seine-et-Marne;Essence;2817
2016;Île-de-France;Seine-Saint-Denis;Essence;3141
2016;Île-de-France;Paris;Essence;4412
2016;Île-de-France;Hauts-de-Seine;Essence;2720
2016;Île-de-France;Val-de-Marne;Essence;2611
2016;Île-de-France;Yvelines;Essence;2671
2017;Auvergne-Rhône-Alpes;Ain;Essence;1414
2017;Auvergne-Rhône-Alpes;Allier;Essence;619
2017;Auvergne-Rhône-Alpes;Haute-Loire;Essence;410
2017;Auvergne-Rhône-Alpes;Savoie;Essence;1304
2017;Auvergne-Rhône-Alpes;Rhône;Essence;3540
2017;Auvergne-Rhône-Alpes;Ardèche;Essence;776
2017;Auvergne-Rhône-Alpes;Puy-de-Dôme;Essence;1237
2017;Auvergne-Rhône-Alpes;Haute-Savoie;Essence;2299
2017;Auvergne-Rhône-Alpes;Loire;Essence;1153
2017;Auvergne-Rhône-Alpes;Drôme;Essence;1080
2017;Auvergne-Rhône-Alpes;Cantal;Essence;240
2017;Auvergne-Rhône-Alpes;Isère;Essence;2928
2017;Bourgogne-Franche-Comté;Doubs;Essence;1239
2017;Bourgogne-Franche-Comté;Côte-d'Or;Essence;1322
2017;Bourgogne-Franche-Comté;Haute-Saône;Essence;713
2017;Bourgogne-Franche-Comté;Yonne;Essence;832
2017;Bourgogne-Franche-Comté;Jura;Essence;775
2017;Bourgogne-Franche-Comté;Nièvre;Essence;545
2017;Bourgogne-Franche-Comté;Saône-et-Loire;Essence;1511
2017;Bourgogne-Franche-Comté;Territoire de Belfort;Essence;398
2017;Bretagne;Ille-et-Vilaine;Essence;1752
2017;Bretagne;Morbihan;Essence;1480
2017;Bretagne;Côtes-d'Armor;Essence;1200
2017;Bretagne;Finistère;Essence;1829
2017;Centre-Val de Loire;Loir-et-Cher;Essence;770
2017;Centre-Val de Loire;Loiret;Essence;1563
2017;Centre-Val de Loire;Indre-et-Loire;Essence;1136
2017;Centre-Val de Loire;Eure-et-Loir;Essence;866
2017;Centre-Val de Loire;Indre;Essence;485
2017;Centre-Val de Loire;Cher;Essence;614
2017;Corse;Corse-du-Sud;Essence;564
2017;Corse;Haute-Corse;Essence;537
2017;Grand Est;Bas-Rhin;Essence;2601
2017;Grand Est;Vosges;Essence;1100
2017;Grand Est;Marne;Essence;1617
2017;Grand Est;Meurthe-et-Moselle;Essence;1229
2017;Grand Est;Haute-Marne;Essence;521
2017;Grand Est;Meuse;Essence;486
2017;Grand Est;Aube;Essence;736
2017;Grand Est;Haut-Rhin;Essence;2530
2017;Grand Est;Moselle;Essence;1955
2017;Grand Est;Ardennes;Essence;676
2017;Hauts-de-France;Somme;Essence;1012
2017;Hauts-de-France;Nord;Essence;3398
2017;Hauts-de-France;Oise;Essence;1527
2017;Hauts-de-France;Aisne;Essence;1112
2017;Hauts-de-France;Pas-de-Calais;Essence;2072
2017;Normandie;Eure;Essence;1290
2017;Normandie;Orne;Essence;529
2017;Normandie;Manche;Essence;1214
2017;Normandie;Seine-Maritime;Essence;2804
2017;Normandie;Calvados;Essence;1257
2017;Nouvelle-Aquitaine;Landes;Essence;740
2017;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Essence;1172
2017;Nouvelle-Aquitaine;Dordogne;Essence;680
2017;Nouvelle-Aquitaine;Vienne;Essence;645
2017;Nouvelle-Aquitaine;Gironde;Essence;2468
2017;Nouvelle-Aquitaine;Deux-Sèvres;Essence;748
2017;Nouvelle-Aquitaine;Haute-Vienne;Essence;569
2017;Nouvelle-Aquitaine;Creuse;Essence;245
2017;Nouvelle-Aquitaine;Corrèze;Essence;470
2017;Nouvelle-Aquitaine;Lot-et-Garonne;Essence;488
2017;Nouvelle-Aquitaine;Charente;Essence;586
2017;Nouvelle-Aquitaine;Charente-Maritime;Essence;1336
2017;Occitanie;Hérault;Essence;2029
2017;Occitanie;Pyrénées-Orientales;Essence;990
2017;Occitanie;Tarn;Essence;666
2017;Occitanie;Ariège;Essence;295
2017;Occitanie;Gard;Essence;1625
2017;Occitanie;Aveyron;Essence;478
2017;Occitanie;Haute-Garonne;Essence;1671
2017;Occitanie;Lot;Essence;332
2017;Occitanie;Aude;Essence;744
2017;Occitanie;Tarn-et-Garonne;Essence;359
2017;Occitanie;Hautes-Pyrénées;Essence;445
2017;Occitanie;Gers;Essence;351
2017;Occitanie;Lozère;Essence;176
2017;Pays de la Loire;Vendée;Essence;1277
2017;Pays de la Loire;Mayenne;Essence;448
2017;Pays de la Loire;Sarthe;Essence;1203
2017;Pays de la Loire;Maine-et-Loire;Essence;1365
2017;Pays de la Loire;Loire-Atlantique;Essence;2675
2017;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Essence;3061
2017;Provence-Alpes-Côte d'Azur;Vaucluse;Essence;1228
2017;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Essence;3492
2017;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Essence;308
2017;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Essence;418
2017;Provence-Alpes-Côte d'Azur;Var;Essence;2655
2017;Île-de-France;Essonne;Essence;2111
2017;Île-de-France;Val-d'Oise;Essence;2535
2017;Île-de-France;Seine-et-Marne;Essence;2524
2017;Île-de-France;Seine-Saint-Denis;Essence;2903
2017;Île-de-France;Paris;Essence;3956
2017;Île-de-France;Hauts-de-Seine;Essence;2500
2017;Île-de-France;Val-de-Marne;Essence;2300
2017;Île-de-France;Yvelines;Essence;2383
2018;Auvergne-Rhône-Alpes;Ain;Essence;1353
2018;Auvergne-Rhône-Alpes;Allier;Essence;548
2018;Auvergne-Rhône-Alpes;Haute-Loire;Essence;370
2018;Auvergne-Rhône-Alpes;Savoie;Essence;1231
2018;Auvergne-Rhône-Alpes;Rhône;Essence;3214
2018;Auvergne-Rhône-Alpes;Ardèche;Essence;699
2018;Auvergne-Rhône-Alpes;Puy-de-Dôme;Essence;1140
2018;Auvergne-Rhône-Alpes;Haute-Savoie;Essence;2123
2018;Auvergne-Rhône-Alpes;Loire;Essence;1069
2018;Auvergne-Rhône-Alpes;Drôme;Essence;1021
2018;Auvergne-Rhône-Alpes;Cantal;Essence;233
2018;Auvergne-Rhône-Alpes;Isère;Essence;2702
2018;Bourgogne-Franche-Comté;Doubs;Essence;1096
2018;Bourgogne-Franche-Comté;Côte-d'Or;Essence;1134
2018;Bourgogne-Franche-Comté;Haute-Saône;Essence;641
2018;Bourgogne-Franche-Comté;Yonne;Essence;730
2018;Bourgogne-Franche-Comté;Jura;Essence;736
2018;Bourgogne-Franche-Comté;Nièvre;Essence;477
2018;Bourgogne-Franche-Comté;Saône-et-Loire;Essence;1348
2018;Bourgogne-Franche-Comté;Territoire de Belfort;Essence;378
2018;Bretagne;Ille-et-Vilaine;Essence;1607
2018;Bretagne;Morbihan;Essence;1387
2018;Bretagne;Côtes-d'Armor;Essence;1068
2018;Bretagne;Finistère;Essence;1685
2018;Centre-Val de Loire;Loir-et-Cher;Essence;681
2018;Centre-Val de Loire;Loiret;Essence;1436
2018;Centre-Val de Loire;Indre-et-Loire;Essence;1034
2018;Centre-Val de Loire;Eure-et-Loir;Essence;801
2018;Centre-Val de Loire;Indre;Essence;422
2018;Centre-Val de Loire;Cher;Essence;553
2018;Corse;Corse-du-Sud;Essence;526
2018;Corse;Haute-Corse;Essence;478
2018;Grand Est;Bas-Rhin;Essence;2355
2018;Grand Est;Vosges;Essence;982
2018;Grand Est;Marne;Essence;1495
2018;Grand Est;Meurthe-et-Moselle;Essence;1120
2018;Grand Est;Haute-Marne;Essence;456
2018;Grand Est;Meuse;Essence;440
2018;Grand Est;Aube;Essence;681
2018;Grand Est;Haut-Rhin;Essence;2362
2018;Grand Est;Moselle;Essence;1790
2018;Grand Est;Ardennes;Essence;634
2018;Hauts-de-France;Somme;Essence;918
2018;Hauts-de-France;Nord;Essence;3049
2018;Hauts-de-France;Oise;Essence;1355
2018;Hauts-de-France;Aisne;Essence;979
2018;Hauts-de-France;Pas-de-Calais;Essence;1845
2018;Normandie;Eure;Essence;1154
2018;Normandie;Orne;Essence;468
2018;Normandie;Manche;Essence;1100
2018;Normandie;Seine-Maritime;Essence;2504
