Année;Régions;Départements;Fuel;Nb_véhicules
2019;Pays de la Loire;Vendée;Essence+Superéthanol;99973
2019;Pays de la Loire;Mayenne;Essence+Superéthanol;36758
2019;Pays de la Loire;Sarthe;Essence+Superéthanol;80548
2019;Pays de la Loire;Maine-et-Loire;Essence+Superéthanol;105162
2019;Pays de la Loire;Loire-Atlantique;Essence+Superéthanol;226570
2019;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Essence+Superéthanol;260244
2019;Provence-Alpes-Côte d'Azur;Vaucluse;Essence+Superéthanol;93979
2019;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Essence+Superéthanol;353493
2019;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Essence+Superéthanol;22644
2019;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Essence+Superéthanol;25968
2019;Provence-Alpes-Côte d'Azur;Var;Essence+Superéthanol;231101
2019;Île-de-France;Essonne;Essence+Superéthanol;233407
2019;Île-de-France;Val-d'Oise;Essence+Superéthanol;192024
2019;Île-de-France;Seine-et-Marne;Essence+Superéthanol;223990
2019;Île-de-France;Seine-Saint-Denis;Essence+Superéthanol;154608
2019;Île-de-France;Paris;Essence+Superéthanol;245085
2019;Île-de-France;Hauts-de-Seine;Essence+Superéthanol;279118
2019;Île-de-France;Val-de-Marne;Essence+Superéthanol;200066
2019;Île-de-France;Yvelines;Essence+Superéthanol;332605
2011;Auvergne-Rhône-Alpes;Ain;Electricité-Essence;410
2011;Auvergne-Rhône-Alpes;Allier;Electricité-Essence;114
2011;Auvergne-Rhône-Alpes;Haute-Loire;Electricité-Essence;91
2011;Auvergne-Rhône-Alpes;Savoie;Electricité-Essence;319
2011;Auvergne-Rhône-Alpes;Rhône;Electricité-Essence;1167
2011;Auvergne-Rhône-Alpes;Ardèche;Electricité-Essence;148
2011;Auvergne-Rhône-Alpes;Puy-de-Dôme;Electricité-Essence;379
2011;Auvergne-Rhône-Alpes;Haute-Savoie;Electricité-Essence;866
2011;Auvergne-Rhône-Alpes;Loire;Electricité-Essence;268
2011;Auvergne-Rhône-Alpes;Drôme;Electricité-Essence;316
2011;Auvergne-Rhône-Alpes;Cantal;Electricité-Essence;69
2011;Auvergne-Rhône-Alpes;Isère;Electricité-Essence;711
2011;Bourgogne-Franche-Comté;Doubs;Electricité-Essence;219
2011;Bourgogne-Franche-Comté;Côte-d'Or;Electricité-Essence;372
2011;Bourgogne-Franche-Comté;Haute-Saône;Electricité-Essence;74
2011;Bourgogne-Franche-Comté;Yonne;Electricité-Essence;195
2011;Bourgogne-Franche-Comté;Jura;Electricité-Essence;107
2011;Bourgogne-Franche-Comté;Nièvre;Electricité-Essence;100
2011;Bourgogne-Franche-Comté;Saône-et-Loire;Electricité-Essence;275
2011;Bourgogne-Franche-Comté;Territoire de Belfort;Electricité-Essence;39
2011;Bretagne;Ille-et-Vilaine;Electricité-Essence;472
2011;Bretagne;Morbihan;Electricité-Essence;406
2011;Bretagne;Côtes-d'Armor;Electricité-Essence;273
2011;Bretagne;Finistère;Electricité-Essence;545
2011;Centre-Val de Loire;Loir-et-Cher;Electricité-Essence;185
2011;Centre-Val de Loire;Loiret;Electricité-Essence;409
2011;Centre-Val de Loire;Indre-et-Loire;Electricité-Essence;413
2011;Centre-Val de Loire;Eure-et-Loir;Electricité-Essence;218
2011;Centre-Val de Loire;Indre;Electricité-Essence;143
2011;Centre-Val de Loire;Cher;Electricité-Essence;200
2011;Corse;Corse-du-Sud;Electricité-Essence;66
2011;Corse;Haute-Corse;Electricité-Essence;64
2011;Grand Est;Bas-Rhin;Electricité-Essence;860
2011;Grand Est;Vosges;Electricité-Essence;139
2011;Grand Est;Marne;Electricité-Essence;406
2011;Grand Est;Meurthe-et-Moselle;Electricité-Essence;496
2011;Grand Est;Haute-Marne;Electricité-Essence;66
2011;Grand Est;Meuse;Electricité-Essence;84
2011;Grand Est;Aube;Electricité-Essence;163
2011;Grand Est;Haut-Rhin;Electricité-Essence;582
2011;Grand Est;Moselle;Electricité-Essence;542
2011;Grand Est;Ardennes;Electricité-Essence;82
2011;Hauts-de-France;Somme;Electricité-Essence;198
2011;Hauts-de-France;Nord;Electricité-Essence;1368
2011;Hauts-de-France;Oise;Electricité-Essence;673
2011;Hauts-de-France;Aisne;Electricité-Essence;198
2011;Hauts-de-France;Pas-de-Calais;Electricité-Essence;537
2011;Normandie;Eure;Electricité-Essence;289
2011;Normandie;Orne;Electricité-Essence;171
2011;Normandie;Manche;Electricité-Essence;214
2011;Normandie;Seine-Maritime;Electricité-Essence;491
2011;Normandie;Calvados;Electricité-Essence;435
2011;Nouvelle-Aquitaine;Landes;Electricité-Essence;245
2011;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Electricité-Essence;509
2011;Nouvelle-Aquitaine;Dordogne;Electricité-Essence;335
2011;Nouvelle-Aquitaine;Vienne;Electricité-Essence;277
2011;Nouvelle-Aquitaine;Gironde;Electricité-Essence;1085
2011;Nouvelle-Aquitaine;Deux-Sèvres;Electricité-Essence;274
2011;Nouvelle-Aquitaine;Haute-Vienne;Electricité-Essence;238
2011;Nouvelle-Aquitaine;Creuse;Electricité-Essence;56
2011;Nouvelle-Aquitaine;Corrèze;Electricité-Essence;130
2011;Nouvelle-Aquitaine;Lot-et-Garonne;Electricité-Essence;176
2011;Nouvelle-Aquitaine;Charente;Electricité-Essence;180
2011;Nouvelle-Aquitaine;Charente-Maritime;Electricité-Essence;597
2011;Occitanie;Hérault;Electricité-Essence;764
2011;Occitanie;Pyrénées-Orientales;Electricité-Essence;261
2011;Occitanie;Tarn;Electricité-Essence;190
2011;Occitanie;Ariège;Electricité-Essence;109
2011;Occitanie;Gard;Electricité-Essence;472
2011;Occitanie;Aveyron;Electricité-Essence;110
2011;Occitanie;Haute-Garonne;Electricité-Essence;934
2011;Occitanie;Lot;Electricité-Essence;126
2011;Occitanie;Aude;Electricité-Essence;205
2011;Occitanie;Tarn-et-Garonne;Electricité-Essence;109
2011;Occitanie;Hautes-Pyrénées;Electricité-Essence;96
2011;Occitanie;Gers;Electricité-Essence;121
2011;Occitanie;Lozère;Electricité-Essence;24
2011;Pays de la Loire;Vendée;Electricité-Essence;563
2011;Pays de la Loire;Mayenne;Electricité-Essence;106
2011;Pays de la Loire;Sarthe;Electricité-Essence;367
2011;Pays de la Loire;Maine-et-Loire;Electricité-Essence;461
2011;Pays de la Loire;Loire-Atlantique;Electricité-Essence;851
2011;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Electricité-Essence;1273
2011;Provence-Alpes-Côte d'Azur;Vaucluse;Electricité-Essence;492
2011;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Electricité-Essence;1390
2011;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Electricité-Essence;135
2011;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Electricité-Essence;127
2011;Provence-Alpes-Côte d'Azur;Var;Electricité-Essence;942
2011;Île-de-France;Essonne;Electricité-Essence;1234
2011;Île-de-France;Val-d'Oise;Electricité-Essence;924
2011;Île-de-France;Seine-et-Marne;Electricité-Essence;1617
2011;Île-de-France;Seine-Saint-Denis;Electricité-Essence;873
2011;Île-de-France;Paris;Electricité-Essence;2748
2011;Île-de-France;Hauts-de-Seine;Electricité-Essence;2531
2011;Île-de-France;Val-de-Marne;Electricité-Essence;1092
2011;Île-de-France;Yvelines;Electricité-Essence;1603
2012;Auvergne-Rhône-Alpes;Ain;Electricité-Essence;548
2012;Auvergne-Rhône-Alpes;Allier;Electricité-Essence;155
2012;Auvergne-Rhône-Alpes;Haute-Loire;Electricité-Essence;104
2012;Auvergne-Rhône-Alpes;Savoie;Electricité-Essence;391
2012;Auvergne-Rhône-Alpes;Rhône;Electricité-Essence;1479
2012;Auvergne-Rhône-Alpes;Ardèche;Electricité-Essence;191
2012;Auvergne-Rhône-Alpes;Puy-de-Dôme;Electricité-Essence;469
2012;Auvergne-Rhône-Alpes;Haute-Savoie;Electricité-Essence;1178
2012;Auvergne-Rhône-Alpes;Loire;Electricité-Essence;320
2012;Auvergne-Rhône-Alpes;Drôme;Electricité-Essence;407
2012;Auvergne-Rhône-Alpes;Cantal;Electricité-Essence;84
2012;Auvergne-Rhône-Alpes;Isère;Electricité-Essence;892
2012;Bourgogne-Franche-Comté;Doubs;Electricité-Essence;329
2012;Bourgogne-Franche-Comté;Côte-d'Or;Electricité-Essence;482
2012;Bourgogne-Franche-Comté;Haute-Saône;Electricité-Essence;98
2012;Bourgogne-Franche-Comté;Yonne;Electricité-Essence;232
2012;Bourgogne-Franche-Comté;Jura;Electricité-Essence;127
2012;Bourgogne-Franche-Comté;Nièvre;Electricité-Essence;124
2012;Bourgogne-Franche-Comté;Saône-et-Loire;Electricité-Essence;338
2012;Bourgogne-Franche-Comté;Territoire de Belfort;Electricité-Essence;65
2012;Bretagne;Ille-et-Vilaine;Electricité-Essence;610
2012;Bretagne;Morbihan;Electricité-Essence;546
2012;Bretagne;Côtes-d'Armor;Electricité-Essence;326
2012;Bretagne;Finistère;Electricité-Essence;677
2012;Centre-Val de Loire;Loir-et-Cher;Electricité-Essence;229
2012;Centre-Val de Loire;Loiret;Electricité-Essence;542
2012;Centre-Val de Loire;Indre-et-Loire;Electricité-Essence;542
2012;Centre-Val de Loire;Eure-et-Loir;Electricité-Essence;259
2012;Centre-Val de Loire;Indre;Electricité-Essence;211
2012;Centre-Val de Loire;Cher;Electricité-Essence;251
2012;Corse;Corse-du-Sud;Electricité-Essence;76
2012;Corse;Haute-Corse;Electricité-Essence;84
2012;Grand Est;Bas-Rhin;Electricité-Essence;1101
2012;Grand Est;Vosges;Electricité-Essence;175
2012;Grand Est;Marne;Electricité-Essence;500
2012;Grand Est;Meurthe-et-Moselle;Electricité-Essence;614
2012;Grand Est;Haute-Marne;Electricité-Essence;77
2012;Grand Est;Meuse;Electricité-Essence;105
2012;Grand Est;Aube;Electricité-Essence;198
2012;Grand Est;Haut-Rhin;Electricité-Essence;738
2012;Grand Est;Moselle;Electricité-Essence;687
2012;Grand Est;Ardennes;Electricité-Essence;107
2012;Hauts-de-France;Somme;Electricité-Essence;252
2012;Hauts-de-France;Nord;Electricité-Essence;1752
2012;Hauts-de-France;Oise;Electricité-Essence;803
2012;Hauts-de-France;Aisne;Electricité-Essence;266
2012;Hauts-de-France;Pas-de-Calais;Electricité-Essence;692
2012;Normandie;Eure;Electricité-Essence;357
2012;Normandie;Orne;Electricité-Essence;211
2012;Normandie;Manche;Electricité-Essence;272
2012;Normandie;Seine-Maritime;Electricité-Essence;601
2012;Normandie;Calvados;Electricité-Essence;581
2012;Nouvelle-Aquitaine;Landes;Electricité-Essence;317
2012;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Electricité-Essence;648
2012;Nouvelle-Aquitaine;Dordogne;Electricité-Essence;403
2012;Nouvelle-Aquitaine;Vienne;Electricité-Essence;354
2012;Nouvelle-Aquitaine;Gironde;Electricité-Essence;1381
2012;Nouvelle-Aquitaine;Deux-Sèvres;Electricité-Essence;345
2012;Nouvelle-Aquitaine;Haute-Vienne;Electricité-Essence;288
2012;Nouvelle-Aquitaine;Creuse;Electricité-Essence;67
2012;Nouvelle-Aquitaine;Corrèze;Electricité-Essence;164
2012;Nouvelle-Aquitaine;Lot-et-Garonne;Electricité-Essence;221
2012;Nouvelle-Aquitaine;Charente;Electricité-Essence;268
2012;Nouvelle-Aquitaine;Charente-Maritime;Electricité-Essence;744
2012;Occitanie;Hérault;Electricité-Essence;986
2012;Occitanie;Pyrénées-Orientales;Electricité-Essence;348
2012;Occitanie;Tarn;Electricité-Essence;247
2012;Occitanie;Ariège;Electricité-Essence;116
2012;Occitanie;Gard;Electricité-Essence;594
2012;Occitanie;Aveyron;Electricité-Essence;125
2012;Occitanie;Haute-Garonne;Electricité-Essence;1192
2012;Occitanie;Lot;Electricité-Essence;140
2012;Occitanie;Aude;Electricité-Essence;240
2012;Occitanie;Tarn-et-Garonne;Electricité-Essence;141
2012;Occitanie;Hautes-Pyrénées;Electricité-Essence;125
2012;Occitanie;Gers;Electricité-Essence;138
2012;Occitanie;Lozère;Electricité-Essence;34
2012;Pays de la Loire;Vendée;Electricité-Essence;681
2012;Pays de la Loire;Mayenne;Electricité-Essence;135
2012;Pays de la Loire;Sarthe;Electricité-Essence;449
2012;Pays de la Loire;Maine-et-Loire;Electricité-Essence;568
2012;Pays de la Loire;Loire-Atlantique;Electricité-Essence;1121
2012;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Electricité-Essence;1661
2012;Provence-Alpes-Côte d'Azur;Vaucluse;Electricité-Essence;625
2012;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Electricité-Essence;1780
2012;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Electricité-Essence;172
2012;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Electricité-Essence;156
2012;Provence-Alpes-Côte d'Azur;Var;Electricité-Essence;1192
2012;Île-de-France;Essonne;Electricité-Essence;1577
2012;Île-de-France;Val-d'Oise;Electricité-Essence;1240
2012;Île-de-France;Seine-et-Marne;Electricité-Essence;1982
2012;Île-de-France;Seine-Saint-Denis;Electricité-Essence;1136
2012;Île-de-France;Paris;Electricité-Essence;3436
2012;Île-de-France;Hauts-de-Seine;Electricité-Essence;3188
2012;Île-de-France;Val-de-Marne;Electricité-Essence;1464
2012;Île-de-France;Yvelines;Electricité-Essence;1973
2013;Auvergne-Rhône-Alpes;Ain;Electricité-Essence;725
2013;Auvergne-Rhône-Alpes;Allier;Electricité-Essence;228
2013;Auvergne-Rhône-Alpes;Haute-Loire;Electricité-Essence;127
2013;Auvergne-Rhône-Alpes;Savoie;Electricité-Essence;486
2013;Auvergne-Rhône-Alpes;Rhône;Electricité-Essence;1903
2013;Auvergne-Rhône-Alpes;Ardèche;Electricité-Essence;247
2013;Auvergne-Rhône-Alpes;Puy-de-Dôme;Electricité-Essence;589
2013;Auvergne-Rhône-Alpes;Haute-Savoie;Electricité-Essence;1618
2013;Auvergne-Rhône-Alpes;Loire;Electricité-Essence;397
2013;Auvergne-Rhône-Alpes;Drôme;Electricité-Essence;556
2013;Auvergne-Rhône-Alpes;Cantal;Electricité-Essence;110
2013;Auvergne-Rhône-Alpes;Isère;Electricité-Essence;1193
2013;Bourgogne-Franche-Comté;Doubs;Electricité-Essence;412
2013;Bourgogne-Franche-Comté;Côte-d'Or;Electricité-Essence;613
2013;Bourgogne-Franche-Comté;Haute-Saône;Electricité-Essence;130
2013;Bourgogne-Franche-Comté;Yonne;Electricité-Essence;304
2013;Bourgogne-Franche-Comté;Jura;Electricité-Essence;168
2013;Bourgogne-Franche-Comté;Nièvre;Electricité-Essence;151
2013;Bourgogne-Franche-Comté;Saône-et-Loire;Electricité-Essence;447
2013;Bourgogne-Franche-Comté;Territoire de Belfort;Electricité-Essence;85
2013;Bretagne;Ille-et-Vilaine;Electricité-Essence;844
2013;Bretagne;Morbihan;Electricité-Essence;771
2013;Bretagne;Côtes-d'Armor;Electricité-Essence;425
2013;Bretagne;Finistère;Electricité-Essence;837
2013;Centre-Val de Loire;Loir-et-Cher;Electricité-Essence;306
2013;Centre-Val de Loire;Loiret;Electricité-Essence;707
2013;Centre-Val de Loire;Indre-et-Loire;Electricité-Essence;765
2013;Centre-Val de Loire;Eure-et-Loir;Electricité-Essence;349
2013;Centre-Val de Loire;Indre;Electricité-Essence;267
2013;Centre-Val de Loire;Cher;Electricité-Essence;313
2013;Corse;Corse-du-Sud;Electricité-Essence;99
2013;Corse;Haute-Corse;Electricité-Essence;119
2013;Grand Est;Bas-Rhin;Electricité-Essence;1397
2013;Grand Est;Vosges;Electricité-Essence;235
2013;Grand Est;Marne;Electricité-Essence;641
2013;Grand Est;Meurthe-et-Moselle;Electricité-Essence;805
2013;Grand Est;Haute-Marne;Electricité-Essence;110
2013;Grand Est;Meuse;Electricité-Essence;153
2013;Grand Est;Aube;Electricité-Essence;265
2013;Grand Est;Haut-Rhin;Electricité-Essence;951
2013;Grand Est;Moselle;Electricité-Essence;896
2013;Grand Est;Ardennes;Electricité-Essence;136
2013;Hauts-de-France;Somme;Electricité-Essence;337
2013;Hauts-de-France;Nord;Electricité-Essence;2470
2013;Hauts-de-France;Oise;Electricité-Essence;1088
2013;Hauts-de-France;Aisne;Electricité-Essence;324
2013;Hauts-de-France;Pas-de-Calais;Electricité-Essence;934
2013;Normandie;Eure;Electricité-Essence;461
2013;Normandie;Orne;Electricité-Essence;292
2013;Normandie;Manche;Electricité-Essence;370
2013;Normandie;Seine-Maritime;Electricité-Essence;805
2013;Normandie;Calvados;Electricité-Essence;769
2013;Nouvelle-Aquitaine;Landes;Electricité-Essence;403
2013;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Electricité-Essence;849
2013;Nouvelle-Aquitaine;Dordogne;Electricité-Essence;487
2013;Nouvelle-Aquitaine;Vienne;Electricité-Essence;463
2013;Nouvelle-Aquitaine;Gironde;Electricité-Essence;1706
2013;Nouvelle-Aquitaine;Deux-Sèvres;Electricité-Essence;456
2013;Nouvelle-Aquitaine;Haute-Vienne;Electricité-Essence;366
2013;Nouvelle-Aquitaine;Creuse;Electricité-Essence;84
2013;Nouvelle-Aquitaine;Corrèze;Electricité-Essence;207
2013;Nouvelle-Aquitaine;Lot-et-Garonne;Electricité-Essence;293
2013;Nouvelle-Aquitaine;Charente;Electricité-Essence;357
2013;Nouvelle-Aquitaine;Charente-Maritime;Electricité-Essence;965
2013;Occitanie;Hérault;Electricité-Essence;1232
2013;Occitanie;Pyrénées-Orientales;Electricité-Essence;459
2013;Occitanie;Tarn;Electricité-Essence;342
2013;Occitanie;Ariège;Electricité-Essence;148
2013;Occitanie;Gard;Electricité-Essence;750
2013;Occitanie;Aveyron;Electricité-Essence;156
2013;Occitanie;Haute-Garonne;Electricité-Essence;1535
2013;Occitanie;Lot;Electricité-Essence;190
2013;Occitanie;Aude;Electricité-Essence;315
2013;Occitanie;Tarn-et-Garonne;Electricité-Essence;195
2013;Occitanie;Hautes-Pyrénées;Electricité-Essence;186
2013;Occitanie;Gers;Electricité-Essence;199
2013;Occitanie;Lozère;Electricité-Essence;46
2013;Pays de la Loire;Vendée;Electricité-Essence;883
2013;Pays de la Loire;Mayenne;Electricité-Essence;213
2013;Pays de la Loire;Sarthe;Electricité-Essence;584
2013;Pays de la Loire;Maine-et-Loire;Electricité-Essence;746
2013;Pays de la Loire;Loire-Atlantique;Electricité-Essence;1479
2013;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Electricité-Essence;2117
2013;Provence-Alpes-Côte d'Azur;Vaucluse;Electricité-Essence;740
2013;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Electricité-Essence;2181
2013;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Electricité-Essence;202
2013;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Electricité-Essence;193
2013;Provence-Alpes-Côte d'Azur;Var;Electricité-Essence;1553
2013;Île-de-France;Essonne;Electricité-Essence;2120
2013;Île-de-France;Val-d'Oise;Electricité-Essence;1678
2013;Île-de-France;Seine-et-Marne;Electricité-Essence;2431
2013;Île-de-France;Seine-Saint-Denis;Electricité-Essence;1536
2013;Île-de-France;Paris;Electricité-Essence;4137
2013;Île-de-France;Hauts-de-Seine;Electricité-Essence;4032
2013;Île-de-France;Val-de-Marne;Electricité-Essence;2061
2013;Île-de-France;Yvelines;Electricité-Essence;2678
2014;Auvergne-Rhône-Alpes;Ain;Electricité-Essence;995
2014;Auvergne-Rhône-Alpes;Allier;Electricité-Essence;316
2014;Auvergne-Rhône-Alpes;Haute-Loire;Electricité-Essence;185
2014;Auvergne-Rhône-Alpes;Savoie;Electricité-Essence;706
2014;Auvergne-Rhône-Alpes;Rhône;Electricité-Essence;2735
2014;Auvergne-Rhône-Alpes;Ardèche;Electricité-Essence;343
2014;Auvergne-Rhône-Alpes;Puy-de-Dôme;Electricité-Essence;863
2014;Auvergne-Rhône-Alpes;Haute-Savoie;Electricité-Essence;2385
2014;Auvergne-Rhône-Alpes;Loire;Electricité-Essence;570
2014;Auvergne-Rhône-Alpes;Drôme;Electricité-Essence;735
2014;Auvergne-Rhône-Alpes;Cantal;Electricité-Essence;161
2014;Auvergne-Rhône-Alpes;Isère;Electricité-Essence;1723
2014;Bourgogne-Franche-Comté;Doubs;Electricité-Essence;636
2014;Bourgogne-Franche-Comté;Côte-d'Or;Electricité-Essence;934
2014;Bourgogne-Franche-Comté;Haute-Saône;Electricité-Essence;182
2014;Bourgogne-Franche-Comté;Yonne;Electricité-Essence;457
2014;Bourgogne-Franche-Comté;Jura;Electricité-Essence;270
2014;Bourgogne-Franche-Comté;Nièvre;Electricité-Essence;235
2014;Bourgogne-Franche-Comté;Saône-et-Loire;Electricité-Essence;663
2014;Bourgogne-Franche-Comté;Territoire de Belfort;Electricité-Essence;113
2014;Bretagne;Ille-et-Vilaine;Electricité-Essence;1199
2014;Bretagne;Morbihan;Electricité-Essence;1073
2014;Bretagne;Côtes-d'Armor;Electricité-Essence;626
2014;Bretagne;Finistère;Electricité-Essence;1179
2014;Centre-Val de Loire;Loir-et-Cher;Electricité-Essence;448
2014;Centre-Val de Loire;Loiret;Electricité-Essence;981
2014;Centre-Val de Loire;Indre-et-Loire;Electricité-Essence;1092
2014;Centre-Val de Loire;Eure-et-Loir;Electricité-Essence;496
2014;Centre-Val de Loire;Indre;Electricité-Essence;346
2014;Centre-Val de Loire;Cher;Electricité-Essence;391
2014;Corse;Corse-du-Sud;Electricité-Essence;151
2014;Corse;Haute-Corse;Electricité-Essence;183
2014;Grand Est;Bas-Rhin;Electricité-Essence;2061
2014;Grand Est;Vosges;Electricité-Essence;324
2014;Grand Est;Marne;Electricité-Essence;885
2014;Grand Est;Meurthe-et-Moselle;Electricité-Essence;1051
2014;Grand Est;Haute-Marne;Electricité-Essence;169
2014;Grand Est;Meuse;Electricité-Essence;206
2014;Grand Est;Aube;Electricité-Essence;379
2014;Grand Est;Haut-Rhin;Electricité-Essence;1284
2014;Grand Est;Moselle;Electricité-Essence;1280
2014;Grand Est;Ardennes;Electricité-Essence;219
2014;Hauts-de-France;Somme;Electricité-Essence;495
2014;Hauts-de-France;Nord;Electricité-Essence;3815
2014;Hauts-de-France;Oise;Electricité-Essence;1599
2014;Hauts-de-France;Aisne;Electricité-Essence;439
2014;Hauts-de-France;Pas-de-Calais;Electricité-Essence;1316
2014;Normandie;Eure;Electricité-Essence;611
2014;Normandie;Orne;Electricité-Essence;417
2014;Normandie;Manche;Electricité-Essence;543
2014;Normandie;Seine-Maritime;Electricité-Essence;1478
2014;Normandie;Calvados;Electricité-Essence;1109
2014;Nouvelle-Aquitaine;Landes;Electricité-Essence;542
2014;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Electricité-Essence;1306
2014;Nouvelle-Aquitaine;Dordogne;Electricité-Essence;632
2014;Nouvelle-Aquitaine;Vienne;Electricité-Essence;664
2014;Nouvelle-Aquitaine;Gironde;Electricité-Essence;2431
2014;Nouvelle-Aquitaine;Deux-Sèvres;Electricité-Essence;636
2014;Nouvelle-Aquitaine;Haute-Vienne;Electricité-Essence;521
2014;Nouvelle-Aquitaine;Creuse;Electricité-Essence;112
2014;Nouvelle-Aquitaine;Corrèze;Electricité-Essence;271
2014;Nouvelle-Aquitaine;Lot-et-Garonne;Electricité-Essence;372
2014;Nouvelle-Aquitaine;Charente;Electricité-Essence;502
2014;Nouvelle-Aquitaine;Charente-Maritime;Electricité-Essence;1346
2014;Occitanie;Hérault;Electricité-Essence;1700
2014;Occitanie;Pyrénées-Orientales;Electricité-Essence;628
2014;Occitanie;Tarn;Electricité-Essence;436
2014;Occitanie;Ariège;Electricité-Essence;198
2014;Occitanie;Gard;Electricité-Essence;1017
2014;Occitanie;Aveyron;Electricité-Essence;239
2014;Occitanie;Haute-Garonne;Electricité-Essence;2169
2014;Occitanie;Lot;Electricité-Essence;260
2014;Occitanie;Aude;Electricité-Essence;450
2014;Occitanie;Tarn-et-Garonne;Electricité-Essence;262
2014;Occitanie;Hautes-Pyrénées;Electricité-Essence;273
2014;Occitanie;Gers;Electricité-Essence;277
2014;Occitanie;Lozère;Electricité-Essence;71
2014;Pays de la Loire;Vendée;Electricité-Essence;1250
2014;Pays de la Loire;Mayenne;Electricité-Essence;309
2014;Pays de la Loire;Sarthe;Electricité-Essence;855
2014;Pays de la Loire;Maine-et-Loire;Electricité-Essence;1093
2014;Pays de la Loire;Loire-Atlantique;Electricité-Essence;2065
2014;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Electricité-Essence;2770
2014;Provence-Alpes-Côte d'Azur;Vaucluse;Electricité-Essence;936
2014;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Electricité-Essence;2988
2014;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Electricité-Essence;269
2014;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Electricité-Essence;276
2014;Provence-Alpes-Côte d'Azur;Var;Electricité-Essence;2152
2014;Île-de-France;Essonne;Electricité-Essence;3093
2014;Île-de-France;Val-d'Oise;Electricité-Essence;2466
2014;Île-de-France;Seine-et-Marne;Electricité-Essence;3410
2014;Île-de-France;Seine-Saint-Denis;Electricité-Essence;2328
2014;Île-de-France;Paris;Electricité-Essence;5487
2014;Île-de-France;Hauts-de-Seine;Electricité-Essence;6102
2014;Île-de-France;Val-de-Marne;Electricité-Essence;3092
2014;Île-de-France;Yvelines;Electricité-Essence;3802
2015;Auvergne-Rhône-Alpes;Ain;Electricité-Essence;1292
2015;Auvergne-Rhône-Alpes;Allier;Electricité-Essence;398
2015;Auvergne-Rhône-Alpes;Haute-Loire;Electricité-Essence;240
2015;Auvergne-Rhône-Alpes;Savoie;Electricité-Essence;918
2015;Auvergne-Rhône-Alpes;Rhône;Electricité-Essence;3655
2015;Auvergne-Rhône-Alpes;Ardèche;Electricité-Essence;408
2015;Auvergne-Rhône-Alpes;Puy-de-Dôme;Electricité-Essence;1089
2015;Auvergne-Rhône-Alpes;Haute-Savoie;Electricité-Essence;3028
2015;Auvergne-Rhône-Alpes;Loire;Electricité-Essence;737
2015;Auvergne-Rhône-Alpes;Drôme;Electricité-Essence;969
2015;Auvergne-Rhône-Alpes;Cantal;Electricité-Essence;213
2015;Auvergne-Rhône-Alpes;Isère;Electricité-Essence;2302
2015;Bourgogne-Franche-Comté;Doubs;Electricité-Essence;784
2015;Bourgogne-Franche-Comté;Côte-d'Or;Electricité-Essence;1159
2015;Bourgogne-Franche-Comté;Haute-Saône;Electricité-Essence;218
2015;Bourgogne-Franche-Comté;Yonne;Electricité-Essence;570
2015;Bourgogne-Franche-Comté;Jura;Electricité-Essence;373
2015;Bourgogne-Franche-Comté;Nièvre;Electricité-Essence;329
2015;Bourgogne-Franche-Comté;Saône-et-Loire;Electricité-Essence;862
2015;Bourgogne-Franche-Comté;Territoire de Belfort;Electricité-Essence;152
2015;Bretagne;Ille-et-Vilaine;Electricité-Essence;1581
2015;Bretagne;Morbihan;Electricité-Essence;1424
2015;Bretagne;Côtes-d'Armor;Electricité-Essence;829
2015;Bretagne;Finistère;Electricité-Essence;1539
2015;Centre-Val de Loire;Loir-et-Cher;Electricité-Essence;595
2015;Centre-Val de Loire;Loiret;Electricité-Essence;1265
2015;Centre-Val de Loire;Indre-et-Loire;Electricité-Essence;1496
2015;Centre-Val de Loire;Eure-et-Loir;Electricité-Essence;670
2015;Centre-Val de Loire;Indre;Electricité-Essence;416
2015;Centre-Val de Loire;Cher;Electricité-Essence;509
2015;Corse;Corse-du-Sud;Electricité-Essence;178
2015;Corse;Haute-Corse;Electricité-Essence;230
2015;Grand Est;Bas-Rhin;Electricité-Essence;2743
